county,precinct,office,district,party,candidate,election_day,absentee_by_mail,advance_in_person,provisional,votes
Gordon,PLAINVILLE,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,6,0,0,0,6
Gordon,SONORAVILLE,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,23,6,11,0,40
Gordon,PINE CHAPEL,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,9,0,4,0,13
Gordon,OOSTANAULA,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,6,0,7,0,13
Gordon,OAKMAN,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,16,0,1,0,17
Gordon,GORDON COUNTY,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,32,4,11,1,48
Gordon,CALHOUN CITY,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,53,12,16,0,81
Gordon,LILY POND,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,12,1,3,0,16
Gordon,FAIRMOUNT,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,7,2,1,0,10
Gordon,RED BUD,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,21,2,6,0,29
Gordon,RESACA,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,10,0,2,0,12
Gordon,,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,208,27,62,1,298
Gordon,SUGAR VALLEY,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",104,2,8,0,114
Gordon,PLAINVILLE,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",119,5,4,0,128
Gordon,SONORAVILLE,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",382,7,61,0,450
Gordon,PINE CHAPEL,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",70,0,9,0,79
Gordon,OOSTANAULA,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",53,3,11,0,67
Gordon,OAKMAN,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",68,0,4,1,73
Gordon,GORDON COUNTY,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",285,9,92,1,387
Gordon,CALHOUN CITY,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",388,19,143,0,550
Gordon,LILY POND,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",138,4,33,0,175
Gordon,FAIRMOUNT,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",150,1,16,1,168
Gordon,RED BUD,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",170,5,32,0,207
Gordon,RESACA,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",117,2,12,1,132
Gordon,,U.S. Representative,14,REP,"J.T. ""TOM"" GRAVES (I)",2044,57,425,4,2530
Gordon,SUGAR VALLEY,U.S. Representative,14,REP,KENNETH L. HERRON SR,67,0,14,0,81
Gordon,PLAINVILLE,U.S. Representative,14,REP,KENNETH L. HERRON SR,56,1,10,0,67
Gordon,SONORAVILLE,U.S. Representative,14,REP,KENNETH L. HERRON SR,171,2,30,0,203
Gordon,PINE CHAPEL,U.S. Representative,14,REP,KENNETH L. HERRON SR,38,0,6,0,44
Gordon,OOSTANAULA,U.S. Representative,14,REP,KENNETH L. HERRON SR,37,1,2,0,40
Gordon,OAKMAN,U.S. Representative,14,REP,KENNETH L. HERRON SR,37,1,5,0,43
Gordon,GORDON COUNTY,U.S. Representative,14,REP,KENNETH L. HERRON SR,172,4,50,0,226
Gordon,CALHOUN CITY,U.S. Representative,14,REP,KENNETH L. HERRON SR,256,5,109,1,371
Gordon,LILY POND,U.S. Representative,14,REP,KENNETH L. HERRON SR,69,1,13,0,83
Gordon,FAIRMOUNT,U.S. Representative,14,REP,KENNETH L. HERRON SR,74,3,9,0,86
Gordon,RED BUD,U.S. Representative,14,REP,KENNETH L. HERRON SR,81,4,9,0,94
Gordon,RESACA,U.S. Representative,14,REP,KENNETH L. HERRON SR,45,0,3,0,48
Gordon,,U.S. Representative,14,REP,KENNETH L. HERRON SR,1103,22,260,1,1386
Gordon,SUGAR VALLEY,State Senator,52,REP,"C.E. ""CHUCK"" HUFSTETLER (I)",119,1,18,0,138
Gordon,PLAINVILLE,State Senator,52,REP,"C.E. ""CHUCK"" HUFSTETLER (I)",127,2,8,0,137
Gordon,OOSTANAULA,State Senator,52,REP,"C.E. ""CHUCK"" HUFSTETLER (I)",52,3,12,0,67
Gordon,GORDON COUNTY,State Senator,52,REP,"C.E. ""CHUCK"" HUFSTETLER (I)",321,11,94,1,427
Gordon,CALHOUN CITY,State Senator,52,REP,"C.E. ""CHUCK"" HUFSTETLER (I)",435,16,160,1,612
Gordon,LILY POND,State Senator,52,REP,"C.E. ""CHUCK"" HUFSTETLER (I)",133,3,31,0,167
Gordon,RESACA,State Senator,52,REP,"C.E. ""CHUCK"" HUFSTETLER (I)",4,0,0,0,4
Gordon,,State Senator,52,REP,"C.E. ""CHUCK"" HUFSTETLER (I)",1191,36,323,2,1552
Gordon,SONORAVILLE,State Senator,54,REP,"CHARLES J. ""CHARLIE"" BETHEL (I)",395,5,61,0,461
Gordon,PINE CHAPEL,State Senator,54,REP,"CHARLES J. ""CHARLIE"" BETHEL (I)",67,0,10,0,77
Gordon,OAKMAN,State Senator,54,REP,"CHARLES J. ""CHARLIE"" BETHEL (I)",77,1,6,1,85
Gordon,FAIRMOUNT,State Senator,54,REP,"CHARLES J. ""CHARLIE"" BETHEL (I)",159,2,16,1,178
Gordon,RED BUD,State Senator,54,REP,"CHARLES J. ""CHARLIE"" BETHEL (I)",170,7,37,0,214
Gordon,RESACA,State Senator,54,REP,"CHARLES J. ""CHARLIE"" BETHEL (I)",105,1,10,1,117
Gordon,,State Senator,54,REP,"CHARLES J. ""CHARLIE"" BETHEL (I)",973,16,140,3,1132
Gordon,SUGAR VALLEY,State Representative,5,REP,JOHN D. MEADOWS (I),124,2,19,0,145
Gordon,PLAINVILLE,State Representative,5,REP,JOHN D. MEADOWS (I),132,1,7,0,140
Gordon,SONORAVILLE,State Representative,5,REP,JOHN D. MEADOWS (I),246,1,33,0,280
Gordon,PINE CHAPEL,State Representative,5,REP,JOHN D. MEADOWS (I),77,0,10,0,87
Gordon,OOSTANAULA,State Representative,5,REP,JOHN D. MEADOWS (I),58,4,11,0,73
Gordon,GORDON COUNTY,State Representative,5,REP,JOHN D. MEADOWS (I),346,12,107,1,466
Gordon,CALHOUN CITY,State Representative,5,REP,JOHN D. MEADOWS (I),484,19,187,1,691
Gordon,LILY POND,State Representative,5,REP,JOHN D. MEADOWS (I),141,4,37,0,182
Gordon,RED BUD,State Representative,5,REP,JOHN D. MEADOWS (I),180,7,32,0,219
Gordon,RESACA,State Representative,5,REP,JOHN D. MEADOWS (I),117,1,9,1,128
Gordon,,State Representative,5,REP,JOHN D. MEADOWS (I),1905,51,452,3,2411
Gordon,SONORAVILLE,State Representative,11,REP,"R.C. ""RICK"" JASPERSE (I)",167,7,31,0,205
Gordon,OAKMAN,State Representative,11,REP,"R.C. ""RICK"" JASPERSE (I)",79,1,5,1,86
Gordon,FAIRMOUNT,State Representative,11,REP,"R.C. ""RICK"" JASPERSE (I)",170,2,17,1,190
Gordon,RED BUD,State Representative,11,REP,"R.C. ""RICK"" JASPERSE (I)",1,0,4,0,5
Gordon,,State Representative,11,REP,"R.C. ""RICK"" JASPERSE (I)",417,10,57,2,486
Gordon,SONORAVILLE,State Representative,11,DEM,"CHARLES O. ""CHUCK"" HENDRIX",9,0,2,0,11
Gordon,OAKMAN,State Representative,11,DEM,"CHARLES O. ""CHUCK"" HENDRIX",17,0,1,0,18
Gordon,FAIRMOUNT,State Representative,11,DEM,"CHARLES O. ""CHUCK"" HENDRIX",7,2,1,0,10
Gordon,RED BUD,State Representative,11,DEM,"CHARLES O. ""CHUCK"" HENDRIX",0,0,0,0,0
Gordon,,State Representative,11,DEM,"CHARLES O. ""CHUCK"" HENDRIX",33,2,4,0,39
