office,candidate,party,county,votes,district
Supreme Court Justice,Totals,"2,801,588",Jackson,18605,Hines
Supreme Court Justice,Totals,Total,Jackson,0,Hines
Supreme Court Justice,Hines,NP,Jasper,4243,Hines
Supreme Court Justice,Totals,"2,801,588",Jasper,4243,Hines
Supreme Court Justice,Totals,Total,Jasper,0,Hines
Supreme Court Justice,Hines,NP,Jeff davis,3339,Hines
Supreme Court Justice,Totals,"2,801,588",Jeff davis,3339,Hines
Supreme Court Justice,Totals,Total,Jeff davis,0,Hines
Supreme Court Justice,Hines,NP,Jefferson,4386,Hines
Supreme Court Justice,Totals,"2,801,588",Jefferson,4386,Hines
Supreme Court Justice,Totals,Total,Jefferson,0,Hines
Supreme Court Justice,Hines,NP,Jenkins,2339,Hines
Supreme Court Justice,Totals,"2,801,588",Jenkins,2339,Hines
Supreme Court Justice,Totals,Total,Jenkins,0,Hines
Supreme Court Justice,Hines,NP,Johnson,2430,Hines
Supreme Court Justice,Totals,"2,801,588",Johnson,2430,Hines
Supreme Court Justice,Totals,Total,Johnson,0,Hines
Supreme Court Justice,Hines,NP,Jones,9147,Hines
Supreme Court Justice,Totals,"2,801,588",Jones,9147,Hines
Supreme Court Justice,Totals,Total,Jones,0,Hines
Supreme Court Justice,Hines,NP,Lamar,5572,Hines
Supreme Court Justice,Totals,"2,801,588",Lamar,5572,Hines
Supreme Court Justice,Totals,Total,Lamar,0,Hines
Supreme Court Justice,Hines,NP,Lanier,1983,Hines
Supreme Court Justice,Totals,"2,801,588",Lanier,1983,Hines
Supreme Court Justice,Totals,Total,Lanier,0,Hines
Supreme Court Justice,Hines,NP,Laurens,13992,Hines
Supreme Court Justice,Totals,"2,801,588",Laurens,13992,Hines
Supreme Court Justice,Totals,Total,Laurens,0,Hines
Supreme Court Justice,Hines,NP,Lee,10390,Hines
Supreme Court Justice,Totals,"2,801,588",Lee,10390,Hines
Supreme Court Justice,Totals,Total,Lee,0,Hines
Supreme Court Justice,Hines,NP,Liberty,11387,Hines
Supreme Court Justice,Totals,"2,801,588",Liberty,11387,Hines
Supreme Court Justice,Totals,Total,Liberty,0,Hines
Supreme Court Justice,Hines,NP,Lincoln,2953,Hines
Supreme Court Justice,Totals,"2,801,588",Lincoln,2953,Hines
Supreme Court Justice,Totals,Total,Lincoln,0,Hines
Supreme Court Justice,Hines,NP,Long,2233,Hines
Supreme Court Justice,Totals,"2,801,588",Long,2233,Hines
Supreme Court Justice,Totals,Total,Long,0,Hines
Supreme Court Justice,Hines,NP,Lowndes,27927,Hines
Supreme Court Justice,Totals,"2,801,588",Lowndes,27927,Hines
Supreme Court Justice,Totals,Total,Lowndes,0,Hines
Supreme Court Justice,Hines,NP,Lumpkin,8368,Hines
Supreme Court Justice,Totals,"2,801,588",Lumpkin,8368,Hines
Supreme Court Justice,Totals,Total,Lumpkin,0,Hines
Supreme Court Justice,Hines,NP,Macon,3055,Hines
Supreme Court Justice,Totals,"2,801,588",Macon,3055,Hines
Supreme Court Justice,Totals,Total,Macon,0,Hines
Supreme Court Justice,Hines,NP,Madison,8043,Hines
Supreme Court Justice,Totals,"2,801,588",Madison,8043,Hines
Supreme Court Justice,Totals,Total,Madison,0,Hines
Supreme Court Justice,Hines,NP,Marion,2146,Hines
Supreme Court Justice,Totals,"2,801,588",Marion,2146,Hines
Supreme Court Justice,Totals,Total,Marion,0,Hines
Supreme Court Justice,Hines,NP,Mcduffie,6915,Hines
Supreme Court Justice,Totals,"2,801,588",Mcduffie,6915,Hines
Supreme Court Justice,Totals,Total,Mcduffie,0,Hines
Supreme Court Justice,Hines,NP,Mcintosh,4214,Hines
Supreme Court Justice,Totals,"2,801,588",Mcintosh,4214,Hines
Supreme Court Justice,Totals,Total,Mcintosh,0,Hines
Supreme Court Justice,Hines,NP,Meriwether,6701,Hines
Supreme Court Justice,Totals,"2,801,588",Meriwether,6701,Hines
Supreme Court Justice,Totals,Total,Meriwether,0,Hines
Supreme Court Justice,Hines,NP,Miller,1729,Hines
Supreme Court Justice,Totals,"2,801,588",Miller,1729,Hines
Supreme Court Justice,Totals,Total,Miller,0,Hines
Supreme Court Justice,Hines,NP,Mitchell,6421,Hines
Supreme Court Justice,Totals,"2,801,588",Mitchell,6421,Hines
Supreme Court Justice,Totals,Total,Mitchell,0,Hines
Supreme Court Justice,Hines,NP,Monroe,8891,Hines
Supreme Court Justice,Totals,"2,801,588",Monroe,8891,Hines
Supreme Court Justice,Totals,Total,Monroe,0,Hines
Supreme Court Justice,Hines,NP,Montgomery,2366,Hines
Supreme Court Justice,Totals,"2,801,588",Montgomery,2366,Hines
Supreme Court Justice,Totals,Total,Montgomery,0,Hines
Supreme Court Justice,Hines,NP,Morgan,6659,Hines
Supreme Court Justice,Totals,"2,801,588",Morgan,6659,Hines
Supreme Court Justice,Totals,Total,Morgan,0,Hines
Supreme Court Justice,Hines,NP,Murray,8018,Hines
Supreme Court Justice,Totals,"2,801,588",Murray,8018,Hines
Supreme Court Justice,Totals,Total,Murray,0,Hines
Supreme Court Justice,Hines,NP,Muscogee,53282,Hines
Supreme Court Justice,Totals,"2,801,588",Muscogee,53282,Hines
Supreme Court Justice,Totals,Total,Muscogee,0,Hines
Supreme Court Justice,Hines,NP,Newton,29513,Hines
Supreme Court Justice,Totals,"2,801,588",Newton,29513,Hines
Supreme Court Justice,Totals,Total,Newton,0,Hines
Supreme Court Justice,Hines,NP,Oconee,12513,Hines
Supreme Court Justice,Totals,"2,801,588",Oconee,12513,Hines
Supreme Court Justice,Totals,Total,Oconee,0,Hines
Supreme Court Justice,Hines,NP,Oglethorpe,4683,Hines
Supreme Court Justice,Totals,"2,801,588",Oglethorpe,4683,Hines
Supreme Court Justice,Totals,Total,Oglethorpe,0,Hines
Supreme Court Justice,Hines,NP,Paulding,43746,Hines
Supreme Court Justice,Totals,"2,801,588",Paulding,43746,Hines
Supreme Court Justice,Totals,Total,Paulding,0,Hines
Supreme Court Justice,Hines,NP,Peach,7919,Hines
Supreme Court Justice,Totals,"2,801,588",Peach,7919,Hines
Supreme Court Justice,Totals,Total,Peach,0,Hines
Supreme Court Justice,Hines,NP,Pickens,9763,Hines
Supreme Court Justice,Totals,"2,801,588",Pickens,9763,Hines
Supreme Court Justice,Totals,Total,Pickens,0,Hines
Supreme Court Justice,Hines,NP,Pierce,5170,Hines
Supreme Court Justice,Totals,"2,801,588",Pierce,5170,Hines
Supreme Court Justice,Totals,Total,Pierce,0,Hines
Supreme Court Justice,Hines,NP,Pike,6228,Hines
Supreme Court Justice,Totals,"2,801,588",Pike,6228,Hines
Supreme Court Justice,Totals,Total,Pike,0,Hines
Supreme Court Justice,Hines,NP,Polk,10755,Hines
Supreme Court Justice,Totals,"2,801,588",Polk,10755,Hines
Supreme Court Justice,Totals,Total,Polk,0,Hines
Supreme Court Justice,Hines,NP,Pulaski,2563,Hines
Supreme Court Justice,Totals,"2,801,588",Pulaski,2563,Hines
Supreme Court Justice,Totals,Total,Pulaski,0,Hines
Supreme Court Justice,Hines,NP,Putnam,6442,Hines
Supreme Court Justice,Totals,"2,801,588",Putnam,6442,Hines
Supreme Court Justice,Totals,Total,Putnam,0,Hines
Supreme Court Justice,Hines,NP,Quitman,656,Hines
Supreme Court Justice,Totals,"2,801,588",Quitman,656,Hines
Supreme Court Justice,Totals,Total,Quitman,0,Hines
Supreme Court Justice,Hines,NP,Rabun,5143,Hines
Supreme Court Justice,Totals,"2,801,588",Rabun,5143,Hines
Supreme Court Justice,Totals,Total,Rabun,0,Hines
Supreme Court Justice,Hines,NP,Randolph,2204,Hines
Supreme Court Justice,Totals,"2,801,588",Randolph,2204,Hines
Supreme Court Justice,Totals,Total,Randolph,0,Hines
Supreme Court Justice,Hines,NP,Richmond,53233,Hines
Supreme Court Justice,Totals,"2,801,588",Richmond,53233,Hines
Supreme Court Justice,Totals,Total,Richmond,0,Hines
Supreme Court Justice,Hines,NP,Rockdale,26000,Hines
Supreme Court Justice,Totals,"2,801,588",Rockdale,26000,Hines
Supreme Court Justice,Totals,Total,Rockdale,0,Hines
Supreme Court Justice,Hines,NP,Schley,1177,Hines
Supreme Court Justice,Totals,"2,801,588",Schley,1177,Hines
Supreme Court Justice,Totals,Total,Schley,0,Hines
Supreme Court Justice,Hines,NP,Screven,4163,Hines
Supreme Court Justice,Totals,"2,801,588",Screven,4163,Hines
Supreme Court Justice,Totals,Total,Screven,0,Hines
Supreme Court Justice,Hines,NP,Seminole,2775,Hines
Supreme Court Justice,Totals,"2,801,588",Seminole,2775,Hines
Supreme Court Justice,Totals,Total,Seminole,0,Hines
Supreme Court Justice,Hines,NP,Spalding,18387,Hines
Supreme Court Justice,Totals,"2,801,588",Spalding,18387,Hines
Supreme Court Justice,Totals,Total,Spalding,0,Hines
Supreme Court Justice,Hines,NP,Stephens,7424,Hines
Supreme Court Justice,Totals,"2,801,588",Stephens,7424,Hines
Supreme Court Justice,Totals,Total,Stephens,0,Hines
Supreme Court Justice,Hines,NP,Stewart,1134,Hines
Supreme Court Justice,Totals,"2,801,588",Stewart,1134,Hines
Supreme Court Justice,Totals,Total,Stewart,0,Hines
Supreme Court Justice,Hines,NP,Sumter,8524,Hines
Supreme Court Justice,Totals,"2,801,588",Sumter,8524,Hines
Supreme Court Justice,Totals,Total,Sumter,0,Hines
Supreme Court Justice,Hines,NP,Talbot,2182,Hines
Supreme Court Justice,Totals,"2,801,588",Talbot,2182,Hines
Supreme Court Justice,Totals,Total,Talbot,0,Hines
Supreme Court Justice,Hines,NP,Taliaferro,505,Hines
Supreme Court Justice,Totals,"2,801,588",Taliaferro,505,Hines
Supreme Court Justice,Totals,Total,Taliaferro,0,Hines
Supreme Court Justice,Hines,NP,Tattnall,4375,Hines
Supreme Court Justice,Totals,"2,801,588",Tattnall,4375,Hines
Supreme Court Justice,Totals,Total,Tattnall,0,Hines
Supreme Court Justice,Hines,NP,Taylor,2449,Hines
Supreme Court Justice,Totals,"2,801,588",Taylor,2449,Hines
Supreme Court Justice,Totals,Total,Taylor,0,Hines
Supreme Court Justice,Hines,NP,Telfair,2368,Hines
Supreme Court Justice,Totals,"2,801,588",Telfair,2368,Hines
Supreme Court Justice,Totals,Total,Telfair,0,Hines
Supreme Court Justice,Hines,NP,Terrell,2961,Hines
Supreme Court Justice,Totals,"2,801,588",Terrell,2961,Hines
Supreme Court Justice,Totals,Total,Terrell,0,Hines
Supreme Court Justice,Hines,NP,Thomas,13026,Hines
Supreme Court Justice,Totals,"2,801,588",Thomas,13026,Hines
Supreme Court Justice,Totals,Total,Thomas,0,Hines
Supreme Court Justice,Hines,NP,Tift,10250,Hines
Supreme Court Justice,Totals,"2,801,588",Tift,10250,Hines
Supreme Court Justice,Totals,Total,Tift,0,Hines
Supreme Court Justice,Hines,NP,Toombs,6153,Hines
Supreme Court Justice,Totals,"2,801,588",Toombs,6153,Hines
Supreme Court Justice,Totals,Total,Toombs,0,Hines
Supreme Court Justice,Hines,NP,Towns,3749,Hines
Supreme Court Justice,Totals,"2,801,588",Towns,3749,Hines
Supreme Court Justice,Totals,Total,Towns,0,Hines
Supreme Court Justice,Hines,NP,Treutlen,1874,Hines
Supreme Court Justice,Totals,"2,801,588",Treutlen,1874,Hines
Supreme Court Justice,Totals,Total,Treutlen,0,Hines
Supreme Court Justice,Hines,NP,Troup,19681,Hines
Supreme Court Justice,Totals,"2,801,588",Troup,19681,Hines
Supreme Court Justice,Totals,Total,Troup,0,Hines
Supreme Court Justice,Hines,NP,Turner,2568,Hines
Supreme Court Justice,Totals,"2,801,588",Turner,2568,Hines
Supreme Court Justice,Totals,Total,Turner,0,Hines
Supreme Court Justice,Hines,NP,Twiggs,2943,Hines
Supreme Court Justice,Totals,"2,801,588",Twiggs,2943,Hines
Supreme Court Justice,Totals,Total,Twiggs,0,Hines
Supreme Court Justice,Hines,NP,Union,7540,Hines
Supreme Court Justice,Totals,"2,801,588",Union,7540,Hines
Supreme Court Justice,Totals,Total,Union,0,Hines
Supreme Court Justice,Hines,NP,Upson,8419,Hines
Supreme Court Justice,Totals,"2,801,588",Upson,8419,Hines
Supreme Court Justice,Totals,Total,Upson,0,Hines
Supreme Court Justice,Hines,NP,Walker,17680,Hines
Supreme Court Justice,Totals,"2,801,588",Walker,17680,Hines
Supreme Court Justice,Totals,Total,Walker,0,Hines
Supreme Court Justice,Hines,NP,Walton,27598,Hines
Supreme Court Justice,Totals,"2,801,588",Walton,27598,Hines
Supreme Court Justice,Totals,Total,Walton,0,Hines
Supreme Court Justice,Hines,NP,Ware,9030,Hines
Supreme Court Justice,Totals,"2,801,588",Ware,9030,Hines
Supreme Court Justice,Totals,Total,Ware,0,Hines
Supreme Court Justice,Hines,NP,Warren,1700,Hines
Supreme Court Justice,Totals,"2,801,588",Warren,1700,Hines
Supreme Court Justice,Totals,Total,Warren,0,Hines
Supreme Court Justice,Hines,NP,Washington,6028,Hines
Supreme Court Justice,Totals,"2,801,588",Washington,6028,Hines
Supreme Court Justice,Totals,Total,Washington,0,Hines
Supreme Court Justice,Hines,NP,Wayne,7753,Hines
Supreme Court Justice,Totals,"2,801,588",Wayne,7753,Hines
Supreme Court Justice,Totals,Total,Wayne,0,Hines
Supreme Court Justice,Hines,NP,Webster,692,Hines
Supreme Court Justice,Totals,"2,801,588",Webster,692,Hines
Supreme Court Justice,Totals,Total,Webster,0,Hines
Supreme Court Justice,Hines,NP,Wheeler,1371,Hines
Supreme Court Justice,Totals,"2,801,588",Wheeler,1371,Hines
Supreme Court Justice,Totals,Total,Wheeler,0,Hines
Supreme Court Justice,Hines,NP,White,8608,Hines
Supreme Court Justice,Totals,"2,801,588",White,8608,Hines
Supreme Court Justice,Totals,Total,White,0,Hines
Supreme Court Justice,Hines,NP,Whitfield,20654,Hines
Supreme Court Justice,Totals,"2,801,588",Whitfield,20654,Hines
Supreme Court Justice,Totals,Total,Whitfield,0,Hines
Supreme Court Justice,Hines,NP,Wilcox,2244,Hines
Supreme Court Justice,Totals,"2,801,588",Wilcox,2244,Hines
Supreme Court Justice,Totals,Total,Wilcox,0,Hines
Supreme Court Justice,Hines,NP,Wilkes,3176,Hines
Supreme Court Justice,Totals,"2,801,588",Wilkes,3176,Hines
Supreme Court Justice,Totals,Total,Wilkes,0,Hines
Supreme Court Justice,Hines,NP,Wilkinson,2904,Hines
Supreme Court Justice,Totals,"2,801,588",Wilkinson,2904,Hines
Supreme Court Justice,Totals,Total,Wilkinson,0,Hines
Supreme Court Justice,Hines,NP,Worth,5899,Hines
Supreme Court Justice,Totals,"2,801,588",Worth,5899,Hines
Supreme Court Justice,Totals,Total,Worth,0,Hines
Appeals Court Judge,Andrews,NP,Appling,4703,Andrews
Appeals Court Judge,Totals,"2,796,558",Appling,4703,Andrews
Appeals Court Judge,Totals,Total,Appling,0,Andrews
Appeals Court Judge,Andrews,NP,Atkinson,1595,Andrews
Appeals Court Judge,Totals,"2,796,558",Atkinson,1595,Andrews
Appeals Court Judge,Totals,Total,Atkinson,0,Andrews
Appeals Court Judge,Andrews,NP,Bacon,2429,Andrews
Appeals Court Judge,Totals,"2,796,558",Bacon,2429,Andrews
Appeals Court Judge,Totals,Total,Bacon,0,Andrews
Appeals Court Judge,Andrews,NP,Baker,949,Andrews
Appeals Court Judge,Totals,"2,796,558",Baker,949,Andrews
Appeals Court Judge,Totals,Total,Baker,0,Andrews
Appeals Court Judge,Andrews,NP,Baldwin,11624,Andrews
Appeals Court Judge,Totals,"2,796,558",Baldwin,11624,Andrews
Appeals Court Judge,Totals,Total,Baldwin,0,Andrews
Appeals Court Judge,Andrews,NP,Banks,4778,Andrews
Appeals Court Judge,Totals,"2,796,558",Banks,4778,Andrews
Appeals Court Judge,Totals,Total,Banks,0,Andrews
Appeals Court Judge,Andrews,NP,Barrow,19089,Andrews
Appeals Court Judge,Totals,"2,796,558",Barrow,19089,Andrews
Appeals Court Judge,Totals,Total,Barrow,0,Andrews
Appeals Court Judge,Andrews,NP,Bartow,28498,Andrews
Appeals Court Judge,Totals,"2,796,558",Bartow,28498,Andrews
Appeals Court Judge,Totals,Total,Bartow,0,Andrews
Appeals Court Judge,Andrews,NP,Ben hill,4345,Andrews
Appeals Court Judge,Totals,"2,796,558",Ben hill,4345,Andrews
Appeals Court Judge,Totals,Total,Ben hill,0,Andrews
Appeals Court Judge,Andrews,NP,Berrien,4948,Andrews
Appeals Court Judge,Totals,"2,796,558",Berrien,4948,Andrews
Appeals Court Judge,Totals,Total,Berrien,0,Andrews
Appeals Court Judge,Andrews,NP,Bibb,45841,Andrews
Appeals Court Judge,Totals,"2,796,558",Bibb,45841,Andrews
Appeals Court Judge,Totals,Total,Bibb,0,Andrews
Appeals Court Judge,Andrews,NP,Bleckley,3280,Andrews
Appeals Court Judge,Totals,"2,796,558",Bleckley,3280,Andrews
Appeals Court Judge,Totals,Total,Bleckley,0,Andrews
Appeals Court Judge,Andrews,NP,Brantley,4213,Andrews
Appeals Court Judge,Totals,"2,796,558",Brantley,4213,Andrews
Appeals Court Judge,Totals,Total,Brantley,0,Andrews
Appeals Court Judge,Andrews,NP,Brooks,4044,Andrews
Appeals Court Judge,Totals,"2,796,558",Brooks,4044,Andrews
Appeals Court Judge,Totals,Total,Brooks,0,Andrews
Appeals Court Judge,Andrews,NP,Bryan,9362,Andrews
Appeals Court Judge,Totals,"2,796,558",Bryan,9362,Andrews
Appeals Court Judge,Totals,Total,Bryan,0,Andrews
Appeals Court Judge,Andrews,NP,Bulloch,17726,Andrews
Appeals Court Judge,Totals,"2,796,558",Bulloch,17726,Andrews
Appeals Court Judge,Totals,Total,Bulloch,0,Andrews
Appeals Court Judge,Andrews,NP,Burke,6154,Andrews
Appeals Court Judge,Totals,"2,796,558",Burke,6154,Andrews
Appeals Court Judge,Totals,Total,Burke,0,Andrews
Appeals Court Judge,Andrews,NP,Butts,6790,Andrews
Appeals Court Judge,Totals,"2,796,558",Butts,6790,Andrews
Appeals Court Judge,Totals,Total,Butts,0,Andrews
Appeals Court Judge,Andrews,NP,Calhoun,1530,Andrews
Appeals Court Judge,Totals,"2,796,558",Calhoun,1530,Andrews
Appeals Court Judge,Totals,Total,Calhoun,0,Andrews
Appeals Court Judge,Andrews,NP,Camden,12073,Andrews
Appeals Court Judge,Totals,"2,796,558",Camden,12073,Andrews
Appeals Court Judge,Totals,Total,Camden,0,Andrews
Appeals Court Judge,Andrews,NP,Candler,2427,Andrews
Appeals Court Judge,Totals,"2,796,558",Candler,2427,Andrews
Appeals Court Judge,Totals,Total,Candler,0,Andrews
Appeals Court Judge,Andrews,NP,Carroll,32516,Andrews
Appeals Court Judge,Totals,"2,796,558",Carroll,32516,Andrews
Appeals Court Judge,Totals,Total,Carroll,0,Andrews
Appeals Court Judge,Andrews,NP,Catoosa,18502,Andrews
Appeals Court Judge,Totals,"2,796,558",Catoosa,18502,Andrews
Appeals Court Judge,Totals,Total,Catoosa,0,Andrews
Appeals Court Judge,Andrews,NP,Charlton,2369,Andrews
Appeals Court Judge,Totals,"2,796,558",Charlton,2369,Andrews
Appeals Court Judge,Totals,Total,Charlton,0,Andrews
Appeals Court Judge,Andrews,NP,Chatham,75475,Andrews
Appeals Court Judge,Totals,"2,796,558",Chatham,75475,Andrews
Appeals Court Judge,Totals,Total,Chatham,0,Andrews
Appeals Court Judge,Andrews,NP,Chattahoochee,1055,Andrews
Appeals Court Judge,Totals,"2,796,558",Chattahoochee,1055,Andrews
Appeals Court Judge,Totals,Total,Chattahoochee,0,Andrews
Appeals Court Judge,Andrews,NP,Chattooga,6503,Andrews
Appeals Court Judge,Totals,"2,796,558",Chattooga,6503,Andrews
Appeals Court Judge,Totals,Total,Chattooga,0,Andrews
Appeals Court Judge,Andrews,NP,Cherokee,72342,Andrews
Appeals Court Judge,Totals,"2,796,558",Cherokee,72342,Andrews
Appeals Court Judge,Totals,Total,Cherokee,0,Andrews
Appeals Court Judge,Andrews,NP,Clarke,31669,Andrews
Appeals Court Judge,Totals,"2,796,558",Clarke,31669,Andrews
Appeals Court Judge,Totals,Total,Clarke,0,Andrews
Appeals Court Judge,Andrews,NP,Clay,884,Andrews
Appeals Court Judge,Totals,"2,796,558",Clay,884,Andrews
Appeals Court Judge,Totals,Total,Clay,0,Andrews
Appeals Court Judge,Andrews,NP,Clayton,71622,Andrews
Appeals Court Judge,Totals,"2,796,558",Clayton,71622,Andrews
Appeals Court Judge,Totals,Total,Clayton,0,Andrews
Appeals Court Judge,Andrews,NP,Clinch,1668,Andrews
Appeals Court Judge,Totals,"2,796,558",Clinch,1668,Andrews
Appeals Court Judge,Totals,Total,Clinch,0,Andrews
Appeals Court Judge,Andrews,NP,Cobb,224036,Andrews
Appeals Court Judge,Totals,"2,796,558",Cobb,224036,Andrews
Appeals Court Judge,Totals,Total,Cobb,0,Andrews
Appeals Court Judge,Andrews,NP,Coffee,8415,Andrews
Appeals Court Judge,Totals,"2,796,558",Coffee,8415,Andrews
Appeals Court Judge,Totals,Total,Coffee,0,Andrews
Appeals Court Judge,Andrews,NP,Colquitt,9709,Andrews
Appeals Court Judge,Totals,"2,796,558",Colquitt,9709,Andrews
Appeals Court Judge,Totals,Total,Colquitt,0,Andrews
Appeals Court Judge,Andrews,NP,Columbia,43792,Andrews
Appeals Court Judge,Totals,"2,796,558",Columbia,43792,Andrews
Appeals Court Judge,Totals,Total,Columbia,0,Andrews
Appeals Court Judge,Andrews,NP,Cook,4402,Andrews
Appeals Court Judge,Totals,"2,796,558",Cook,4402,Andrews
Appeals Court Judge,Totals,Total,Cook,0,Andrews
Appeals Court Judge,Andrews,NP,Coweta,40877,Andrews
Appeals Court Judge,Totals,"2,796,558",Coweta,40877,Andrews
Appeals Court Judge,Totals,Total,Coweta,0,Andrews
Appeals Court Judge,Andrews,NP,Crawford,3782,Andrews
Appeals Court Judge,Totals,"2,796,558",Crawford,3782,Andrews
Appeals Court Judge,Totals,Total,Crawford,0,Andrews
Appeals Court Judge,Andrews,NP,Crisp,4966,Andrews
Appeals Court Judge,Totals,"2,796,558",Crisp,4966,Andrews
Appeals Court Judge,Totals,Total,Crisp,0,Andrews
Appeals Court Judge,Andrews,NP,Dade,4523,Andrews
Appeals Court Judge,Totals,"2,796,558",Dade,4523,Andrews
Appeals Court Judge,Totals,Total,Dade,0,Andrews
Appeals Court Judge,Andrews,NP,Dawson,7783,Andrews
Appeals Court Judge,Totals,"2,796,558",Dawson,7783,Andrews
Appeals Court Judge,Totals,Total,Dawson,0,Andrews
Appeals Court Judge,Andrews,NP,Decatur,7272,Andrews
Appeals Court Judge,Totals,"2,796,558",Decatur,7272,Andrews
Appeals Court Judge,Totals,Total,Decatur,0,Andrews
Appeals Court Judge,Andrews,NP,Dekalb,223427,Andrews
Appeals Court Judge,Totals,"2,796,558",Dekalb,223427,Andrews
Appeals Court Judge,Totals,Total,Dekalb,0,Andrews
Appeals Court Judge,Andrews,NP,Dodge,5166,Andrews
Appeals Court Judge,Totals,"2,796,558",Dodge,5166,Andrews
Appeals Court Judge,Totals,Total,Dodge,0,Andrews
Appeals Court Judge,Andrews,NP,Dooly,2562,Andrews
Appeals Court Judge,Totals,"2,796,558",Dooly,2562,Andrews
Appeals Court Judge,Totals,Total,Dooly,0,Andrews
Appeals Court Judge,Andrews,NP,Dougherty,29185,Andrews
Appeals Court Judge,Totals,"2,796,558",Dougherty,29185,Andrews
Appeals Court Judge,Totals,Total,Dougherty,0,Andrews
Appeals Court Judge,Andrews,NP,Douglas,38533,Andrews
Appeals Court Judge,Totals,"2,796,558",Douglas,38533,Andrews
Appeals Court Judge,Totals,Total,Douglas,0,Andrews
Appeals Court Judge,Andrews,NP,Early,3500,Andrews
Appeals Court Judge,Totals,"2,796,558",Early,3500,Andrews
Appeals Court Judge,Totals,Total,Early,0,Andrews
Appeals Court Judge,Andrews,NP,Echols,790,Andrews
Appeals Court Judge,Totals,"2,796,558",Echols,790,Andrews
Appeals Court Judge,Totals,Total,Echols,0,Andrews
Appeals Court Judge,Andrews,NP,Effingham,15036,Andrews
Appeals Court Judge,Totals,"2,796,558",Effingham,15036,Andrews
Appeals Court Judge,Totals,Total,Effingham,0,Andrews
Appeals Court Judge,Andrews,NP,Elbert,5998,Andrews
Appeals Court Judge,Totals,"2,796,558",Elbert,5998,Andrews
Appeals Court Judge,Totals,Total,Elbert,0,Andrews
Appeals Court Judge,Andrews,NP,Emanuel,5465,Andrews
Appeals Court Judge,Totals,"2,796,558",Emanuel,5465,Andrews
Appeals Court Judge,Totals,Total,Emanuel,0,Andrews
Appeals Court Judge,Andrews,NP,Evans,2536,Andrews
Appeals Court Judge,Totals,"2,796,558",Evans,2536,Andrews
Appeals Court Judge,Totals,Total,Evans,0,Andrews
Appeals Court Judge,Andrews,NP,Fannin,6937,Andrews
Appeals Court Judge,Totals,"2,796,558",Fannin,6937,Andrews
Appeals Court Judge,Totals,Total,Fannin,0,Andrews
Appeals Court Judge,Andrews,NP,Fayette,41569,Andrews
Appeals Court Judge,Totals,"2,796,558",Fayette,41569,Andrews
Appeals Court Judge,Totals,Total,Fayette,0,Andrews
Appeals Court Judge,Andrews,NP,Floyd,24955,Andrews
Appeals Court Judge,Totals,"2,796,558",Floyd,24955,Andrews
Appeals Court Judge,Totals,Total,Floyd,0,Andrews
Appeals Court Judge,Andrews,NP,Forsyth,58415,Andrews
Appeals Court Judge,Totals,"2,796,558",Forsyth,58415,Andrews
Appeals Court Judge,Totals,Total,Forsyth,0,Andrews
Appeals Court Judge,Andrews,NP,Franklin,6363,Andrews
Appeals Court Judge,Totals,"2,796,558",Franklin,6363,Andrews
Appeals Court Judge,Totals,Total,Franklin,0,Andrews
Appeals Court Judge,Andrews,NP,Fulton,270075,Andrews
Appeals Court Judge,Totals,"2,796,558",Fulton,270075,Andrews
Appeals Court Judge,Totals,Total,Fulton,0,Andrews
Appeals Court Judge,Andrews,NP,Gilmer,7671,Andrews
Appeals Court Judge,Totals,"2,796,558",Gilmer,7671,Andrews
Appeals Court Judge,Totals,Total,Gilmer,0,Andrews
Appeals Court Judge,Andrews,NP,Glascock,902,Andrews
Appeals Court Judge,Totals,"2,796,558",Glascock,902,Andrews
Appeals Court Judge,Totals,Total,Glascock,0,Andrews
Appeals Court Judge,Andrews,NP,Glynn,24353,Andrews
Appeals Court Judge,Totals,"2,796,558",Glynn,24353,Andrews
Appeals Court Judge,Totals,Total,Glynn,0,Andrews
Appeals Court Judge,Andrews,NP,Gordon,12359,Andrews
Appeals Court Judge,Totals,"2,796,558",Gordon,12359,Andrews
Appeals Court Judge,Totals,Total,Gordon,0,Andrews
Appeals Court Judge,Andrews,NP,Grady,6722,Andrews
Appeals Court Judge,Totals,"2,796,558",Grady,6722,Andrews
Appeals Court Judge,Totals,Total,Grady,0,Andrews
Appeals Court Judge,Andrews,NP,Greene,5265,Andrews
Appeals Court Judge,Totals,"2,796,558",Greene,5265,Andrews
Appeals Court Judge,Totals,Total,Greene,0,Andrews
Appeals Court Judge,Andrews,NP,Gwinnett,205403,Andrews
Appeals Court Judge,Totals,"2,796,558",Gwinnett,205403,Andrews
Appeals Court Judge,Totals,Total,Gwinnett,0,Andrews
Appeals Court Judge,Andrews,NP,Habersham,10829,Andrews
Appeals Court Judge,Totals,"2,796,558",Habersham,10829,Andrews
Appeals Court Judge,Totals,Total,Habersham,0,Andrews
Appeals Court Judge,Andrews,NP,Hall,47694,Andrews
Appeals Court Judge,Totals,"2,796,558",Hall,47694,Andrews
Appeals Court Judge,Totals,Total,Hall,0,Andrews
Appeals Court Judge,Andrews,NP,Hancock,2307,Andrews
Appeals Court Judge,Totals,"2,796,558",Hancock,2307,Andrews
Appeals Court Judge,Totals,Total,Hancock,0,Andrews
Appeals Court Judge,Andrews,NP,Haralson,8880,Andrews
