county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Morgan,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Murray,President,,REP,LINDSEY GRAHAM,2,1,0,1,0
Muscogee,President,,REP,LINDSEY GRAHAM,12,9,0,3,0
Newton,President,,REP,LINDSEY GRAHAM,6,5,0,1,0
Oconee,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Oglethorpe,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Paulding,President,,REP,LINDSEY GRAHAM,5,4,0,1,0
Peach,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Pickens,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Pierce,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Pike,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Polk,President,,REP,LINDSEY GRAHAM,2,1,0,1,0
Pulaski,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Putnam,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Quitman,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Rabun,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Randolph,President,,REP,LINDSEY GRAHAM,1,0,0,1,0
Richmond,President,,REP,LINDSEY GRAHAM,4,3,0,1,0
Rockdale,President,,REP,LINDSEY GRAHAM,3,2,0,1,0
Schley,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Screven,President,,REP,LINDSEY GRAHAM,3,3,0,0,0
Seminole,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Spalding,President,,REP,LINDSEY GRAHAM,3,3,0,0,0
Stephens,President,,REP,LINDSEY GRAHAM,3,1,0,2,0
Stewart,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Sumter,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Talbot,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Taliaferro,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Tattnall,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Taylor,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Telfair,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Terrell,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Thomas,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Tift,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Toombs,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Towns,President,,REP,LINDSEY GRAHAM,1,0,0,1,0
Treutlen,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Troup,President,,REP,LINDSEY GRAHAM,4,4,0,0,0
Turner,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Twiggs,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Union,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Upson,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Walker,President,,REP,LINDSEY GRAHAM,3,2,0,1,0
Walton,President,,REP,LINDSEY GRAHAM,9,9,0,0,0
Ware,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Warren,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Washington,President,,REP,LINDSEY GRAHAM,5,3,0,2,0
Wayne,President,,REP,LINDSEY GRAHAM,6,5,0,1,0
Webster,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Wheeler,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
White,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Whitfield,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Wilcox,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Wilkes,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Wilkinson,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Worth,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
,President,,REP,MIKE HUCKABEE,2625,2035,170,412,8
Appling,President,,REP,MIKE HUCKABEE,17,13,3,1,0
Atkinson,President,,REP,MIKE HUCKABEE,0,0,0,0,0
Bacon,President,,REP,MIKE HUCKABEE,7,7,0,0,0
Baker,President,,REP,MIKE HUCKABEE,3,2,1,0,0
Baldwin,President,,REP,MIKE HUCKABEE,9,6,1,2,0
Banks,President,,REP,MIKE HUCKABEE,22,19,2,1,0
Barrow,President,,REP,MIKE HUCKABEE,27,19,2,6,0
Bartow,President,,REP,MIKE HUCKABEE,48,40,3,5,0
Ben Hill,President,,REP,MIKE HUCKABEE,4,3,0,1,0
Berrien,President,,REP,MIKE HUCKABEE,22,15,2,5,0
Bibb,President,,REP,MIKE HUCKABEE,27,24,1,2,0
Bleckley,President,,REP,MIKE HUCKABEE,4,3,1,0,0
Brantley,President,,REP,MIKE HUCKABEE,20,20,0,0,0
Brooks,President,,REP,MIKE HUCKABEE,5,4,1,0,0
Bryan,President,,REP,MIKE HUCKABEE,5,4,0,1,0
Bulloch,President,,REP,MIKE HUCKABEE,18,14,0,4,0
Burke,President,,REP,MIKE HUCKABEE,7,5,0,2,0
Butts,President,,REP,MIKE HUCKABEE,7,6,1,0,0
Calhoun,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Camden,President,,REP,MIKE HUCKABEE,16,13,1,2,0
Candler,President,,REP,MIKE HUCKABEE,7,3,0,4,0
Carroll,President,,REP,MIKE HUCKABEE,42,34,0,7,1
Catoosa,President,,REP,MIKE HUCKABEE,25,20,1,4,0
Charlton,President,,REP,MIKE HUCKABEE,7,7,0,0,0
Chatham,President,,REP,MIKE HUCKABEE,49,42,2,5,0
Chattahoochee,President,,REP,MIKE HUCKABEE,0,0,0,0,0
Chattooga,President,,REP,MIKE HUCKABEE,9,7,0,2,0
Cherokee,President,,REP,MIKE HUCKABEE,68,56,2,10,0
Clarke,President,,REP,MIKE HUCKABEE,19,18,1,0,0
Clay,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Clayton,President,,REP,MIKE HUCKABEE,21,19,1,1,0
Clinch,President,,REP,MIKE HUCKABEE,1,0,0,1,0
Cobb,President,,REP,MIKE HUCKABEE,129,106,8,13,2
Coffee,President,,REP,MIKE HUCKABEE,16,8,0,8,0
Colquitt,President,,REP,MIKE HUCKABEE,21,18,0,3,0
Columbia,President,,REP,MIKE HUCKABEE,37,27,3,7,0
Cook,President,,REP,MIKE HUCKABEE,6,4,0,2,0
Coweta,President,,REP,MIKE HUCKABEE,56,42,10,4,0
Crawford,President,,REP,MIKE HUCKABEE,5,4,0,1,0
Crisp,President,,REP,MIKE HUCKABEE,7,6,0,1,0
Dade,President,,REP,MIKE HUCKABEE,6,6,0,0,0
Dawson,President,,REP,MIKE HUCKABEE,8,6,0,2,0
Decatur,President,,REP,MIKE HUCKABEE,12,9,0,2,1
DeKalb,President,,REP,MIKE HUCKABEE,59,55,0,4,0
Dodge,President,,REP,MIKE HUCKABEE,13,8,0,5,0
Dooly,President,,REP,MIKE HUCKABEE,4,4,0,0,0
Dougherty,President,,REP,MIKE HUCKABEE,18,14,1,2,1
Douglas,President,,REP,MIKE HUCKABEE,45,31,3,11,0
Early,President,,REP,MIKE HUCKABEE,6,3,0,3,0
Echols,President,,REP,MIKE HUCKABEE,3,1,1,1,0
Effingham,President,,REP,MIKE HUCKABEE,19,16,2,1,0
Elbert,President,,REP,MIKE HUCKABEE,7,6,1,0,0
Emanuel,President,,REP,MIKE HUCKABEE,12,10,1,1,0
Evans,President,,REP,MIKE HUCKABEE,4,3,1,0,0
Fannin,President,,REP,MIKE HUCKABEE,22,15,5,2,0
Fayette,President,,REP,MIKE HUCKABEE,35,28,2,5,0
Floyd,President,,REP,MIKE HUCKABEE,32,26,1,5,0
Forsyth,President,,REP,MIKE HUCKABEE,46,31,2,13,0
Franklin,President,,REP,MIKE HUCKABEE,15,13,1,1,0
Fulton,President,,REP,MIKE HUCKABEE,91,63,4,23,1
Gilmer,President,,REP,MIKE HUCKABEE,21,18,1,2,0
Glascock,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Glynn,President,,REP,MIKE HUCKABEE,23,20,1,2,0
Gordon,President,,REP,MIKE HUCKABEE,33,23,3,7,0
Grady,President,,REP,MIKE HUCKABEE,9,6,0,3,0
Greene,President,,REP,MIKE HUCKABEE,7,6,0,1,0
Gwinnett,President,,REP,MIKE HUCKABEE,146,123,5,18,0
Habersham,President,,REP,MIKE HUCKABEE,33,13,13,7,0
Hall,President,,REP,MIKE HUCKABEE,55,43,4,8,0
Hancock,President,,REP,MIKE HUCKABEE,5,2,1,2,0
Haralson,President,,REP,MIKE HUCKABEE,18,17,0,1,0
Harris,President,,REP,MIKE HUCKABEE,18,14,1,3,0
Hart,President,,REP,MIKE HUCKABEE,7,5,0,2,0
Heard,President,,REP,MIKE HUCKABEE,6,4,2,0,0
Henry,President,,REP,MIKE HUCKABEE,52,42,1,9,0
Houston,President,,REP,MIKE HUCKABEE,50,39,3,8,0
Irwin,President,,REP,MIKE HUCKABEE,4,3,0,1,0
Jackson,President,,REP,MIKE HUCKABEE,27,26,0,1,0
Jasper,President,,REP,MIKE HUCKABEE,2,2,0,0,0
Jeff Davis,President,,REP,MIKE HUCKABEE,13,9,0,4,0
Jefferson,President,,REP,MIKE HUCKABEE,1,0,0,1,0
Jenkins,President,,REP,MIKE HUCKABEE,7,3,0,4,0
Johnson,President,,REP,MIKE HUCKABEE,4,3,0,1,0
Jones,President,,REP,MIKE HUCKABEE,13,5,5,3,0
Lamar,President,,REP,MIKE HUCKABEE,7,4,0,3,0
Lanier,President,,REP,MIKE HUCKABEE,0,0,0,0,0
Laurens,President,,REP,MIKE HUCKABEE,17,15,0,2,0
Lee,President,,REP,MIKE HUCKABEE,16,13,0,3,0
Liberty,President,,REP,MIKE HUCKABEE,4,4,0,0,0
Lincoln,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Long,President,,REP,MIKE HUCKABEE,2,2,0,0,0
Lowndes,President,,REP,MIKE HUCKABEE,18,15,1,2,0
Lumpkin,President,,REP,MIKE HUCKABEE,10,9,0,1,0
Macon,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Madison,President,,REP,MIKE HUCKABEE,18,12,0,6,0
Marion,President,,REP,MIKE HUCKABEE,5,5,0,0,0
McDuffie,President,,REP,MIKE HUCKABEE,6,2,4,0,0
McIntosh,President,,REP,MIKE HUCKABEE,9,7,1,1,0
Meriwether,President,,REP,MIKE HUCKABEE,0,0,0,0,0
Miller,President,,REP,MIKE HUCKABEE,2,2,0,0,0
Mitchell,President,,REP,MIKE HUCKABEE,11,9,1,1,0
Monroe,President,,REP,MIKE HUCKABEE,11,9,0,2,0
Montgomery,President,,REP,MIKE HUCKABEE,3,3,0,0,0
Morgan,President,,REP,MIKE HUCKABEE,7,6,0,1,0
Murray,President,,REP,MIKE HUCKABEE,17,15,0,2,0
Muscogee,President,,REP,MIKE HUCKABEE,31,22,7,2,0
Newton,President,,REP,MIKE HUCKABEE,20,16,0,4,0
Oconee,President,,REP,MIKE HUCKABEE,8,7,0,1,0
Oglethorpe,President,,REP,MIKE HUCKABEE,7,4,3,0,0
Paulding,President,,REP,MIKE HUCKABEE,55,37,5,12,1
Peach,President,,REP,MIKE HUCKABEE,10,6,0,4,0
Pickens,President,,REP,MIKE HUCKABEE,11,10,0,1,0
Pierce,President,,REP,MIKE HUCKABEE,9,5,0,4,0
Pike,President,,REP,MIKE HUCKABEE,8,4,1,3,0
Polk,President,,REP,MIKE HUCKABEE,25,16,2,7,0
Pulaski,President,,REP,MIKE HUCKABEE,8,7,0,1,0
Putnam,President,,REP,MIKE HUCKABEE,12,8,1,3,0
Quitman,President,,REP,MIKE HUCKABEE,1,0,0,1,0
Rabun,President,,REP,MIKE HUCKABEE,15,8,3,4,0
Randolph,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Richmond,President,,REP,MIKE HUCKABEE,17,17,0,0,0
Rockdale,President,,REP,MIKE HUCKABEE,16,10,1,5,0
Schley,President,,REP,MIKE HUCKABEE,3,2,0,1,0
Screven,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Seminole,President,,REP,MIKE HUCKABEE,3,3,0,0,0
Spalding,President,,REP,MIKE HUCKABEE,20,17,2,1,0
Stephens,President,,REP,MIKE HUCKABEE,9,5,1,3,0
Stewart,President,,REP,MIKE HUCKABEE,2,1,0,1,0
Sumter,President,,REP,MIKE HUCKABEE,10,9,1,0,0
Talbot,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Taliaferro,President,,REP,MIKE HUCKABEE,0,0,0,0,0
Tattnall,President,,REP,MIKE HUCKABEE,7,7,0,0,0
Taylor,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Telfair,President,,REP,MIKE HUCKABEE,10,6,0,4,0
Terrell,President,,REP,MIKE HUCKABEE,7,5,1,1,0
Thomas,President,,REP,MIKE HUCKABEE,20,19,0,1,0
Tift,President,,REP,MIKE HUCKABEE,20,14,1,5,0
Toombs,President,,REP,MIKE HUCKABEE,16,13,0,3,0
Towns,President,,REP,MIKE HUCKABEE,4,4,0,0,0
Treutlen,President,,REP,MIKE HUCKABEE,3,2,0,1,0
Troup,President,,REP,MIKE HUCKABEE,35,21,7,6,1
Turner,President,,REP,MIKE HUCKABEE,2,1,0,1,0
Twiggs,President,,REP,MIKE HUCKABEE,2,1,0,1,0
Union,President,,REP,MIKE HUCKABEE,14,11,0,3,0
Upson,President,,REP,MIKE HUCKABEE,10,8,0,2,0
Walker,President,,REP,MIKE HUCKABEE,25,19,0,6,0
Walton,President,,REP,MIKE HUCKABEE,53,43,4,6,0
Ware,President,,REP,MIKE HUCKABEE,18,14,0,4,0
Warren,President,,REP,MIKE HUCKABEE,1,1,0,0,0
Washington,President,,REP,MIKE HUCKABEE,7,4,2,1,0
Wayne,President,,REP,MIKE HUCKABEE,18,12,0,6,0
Webster,President,,REP,MIKE HUCKABEE,3,3,0,0,0
Wheeler,President,,REP,MIKE HUCKABEE,3,2,1,0,0
White,President,,REP,MIKE HUCKABEE,21,14,5,2,0
Whitfield,President,,REP,MIKE HUCKABEE,23,19,2,2,0
Wilcox,President,,REP,MIKE HUCKABEE,5,4,1,0,0
Wilkes,President,,REP,MIKE HUCKABEE,4,4,0,0,0
Wilkinson,President,,REP,MIKE HUCKABEE,8,8,0,0,0
Worth,President,,REP,MIKE HUCKABEE,10,9,0,1,0
,President,,REP,JOHN R. KASICH,72508,57813,1469,13060,166
Appling,President,,REP,JOHN R. KASICH,83,70,5,8,0
Atkinson,President,,REP,JOHN R. KASICH,14,9,0,5,0
Bacon,President,,REP,JOHN R. KASICH,57,36,0,21,0
Baker,President,,REP,JOHN R. KASICH,8,7,0,1,0
Baldwin,President,,REP,JOHN R. KASICH,184,150,4,30,0
Banks,President,,REP,JOHN R. KASICH,84,78,2,4,0
Barrow,President,,REP,JOHN R. KASICH,346,261,9,75,1
Bartow,President,,REP,JOHN R. KASICH,549,429,9,111,0
Ben Hill,President,,REP,JOHN R. KASICH,60,47,2,11,0
Berrien,President,,REP,JOHN R. KASICH,66,49,5,12,0
Bibb,President,,REP,JOHN R. KASICH,1113,1007,25,78,3
Bleckley,President,,REP,JOHN R. KASICH,87,69,1,17,0
Brantley,President,,REP,JOHN R. KASICH,48,39,0,9,0
Brooks,President,,REP,JOHN R. KASICH,52,44,2,6,0
Bryan,President,,REP,JOHN R. KASICH,274,192,3,79,0
Bulloch,President,,REP,JOHN R. KASICH,447,377,5,65,0
Burke,President,,REP,JOHN R. KASICH,56,50,1,5,0
Butts,President,,REP,JOHN R. KASICH,98,53,1,44,0
Calhoun,President,,REP,JOHN R. KASICH,15,12,0,3,0
Camden,President,,REP,JOHN R. KASICH,297,265,5,26,1
Candler,President,,REP,JOHN R. KASICH,76,31,1,44,0
Carroll,President,,REP,JOHN R. KASICH,650,522,4,124,0
Catoosa,President,,REP,JOHN R. KASICH,461,345,14,101,1
Charlton,President,,REP,JOHN R. KASICH,20,14,0,6,0
Chatham,President,,REP,JOHN R. KASICH,2984,2612,33,337,2
Chattahoochee,President,,REP,JOHN R. KASICH,8,8,0,0,0
Chattooga,President,,REP,JOHN R. KASICH,74,61,1,12,0
Cherokee,President,,REP,JOHN R. KASICH,2473,1860,42,570,1
Clarke,President,,REP,JOHN R. KASICH,878,749,19,108,2
Clay,President,,REP,JOHN R. KASICH,15,9,0,6,0
Clayton,President,,REP,JOHN R. KASICH,333,244,6,83,0
Clinch,President,,REP,JOHN R. KASICH,12,7,0,5,0
Cobb,President,,REP,JOHN R. KASICH,8491,7030,203,1242,16
Coffee,President,,REP,JOHN R. KASICH,120,82,1,37,0
Colquitt,President,,REP,JOHN R. KASICH,199,145,0,54,0
Columbia,President,,REP,JOHN R. KASICH,1134,892,37,205,0
Cook,President,,REP,JOHN R. KASICH,46,37,0,9,0
Coweta,President,,REP,JOHN R. KASICH,1327,1080,38,206,3
Crawford,President,,REP,JOHN R. KASICH,60,47,2,11,0
Crisp,President,,REP,JOHN R. KASICH,82,73,1,8,0
Dade,President,,REP,JOHN R. KASICH,119,90,4,25,0
Dawson,President,,REP,JOHN R. KASICH,267,180,8,78,1
Decatur,President,,REP,JOHN R. KASICH,112,95,3,14,0
DeKalb,President,,REP,JOHN R. KASICH,5587,4775,107,681,24
Dodge,President,,REP,JOHN R. KASICH,84,60,3,21,0
Dooly,President,,REP,JOHN R. KASICH,29,24,0,5,0
Dougherty,President,,REP,JOHN R. KASICH,387,350,11,25,1
Douglas,President,,REP,JOHN R. KASICH,609,414,6,189,0
Early,President,,REP,JOHN R. KASICH,43,36,1,6,0
Echols,President,,REP,JOHN R. KASICH,5,4,0,1,0
Effingham,President,,REP,JOHN R. KASICH,305,264,2,39,0
Elbert,President,,REP,JOHN R. KASICH,150,93,7,50,0
Emanuel,President,,REP,JOHN R. KASICH,87,72,0,14,1
Evans,President,,REP,JOHN R. KASICH,42,24,3,15,0
Fannin,President,,REP,JOHN R. KASICH,215,151,4,60,0
Fayette,President,,REP,JOHN R. KASICH,1741,1337,23,377,4
Floyd,President,,REP,JOHN R. KASICH,829,634,10,180,5
Forsyth,President,,REP,JOHN R. KASICH,2280,1599,45,634,2
Franklin,President,,REP,JOHN R. KASICH,149,109,6,34,0
Fulton,President,,REP,JOHN R. KASICH,10628,8782,144,1654,48
Gilmer,President,,REP,JOHN R. KASICH,232,163,6,63,0
Glascock,President,,REP,JOHN R. KASICH,10,7,0,3,0
Glynn,President,,REP,JOHN R. KASICH,944,696,18,229,1
Gordon,President,,REP,JOHN R. KASICH,356,281,8,67,0
Grady,President,,REP,JOHN R. KASICH,109,79,2,27,1
Greene,President,,REP,JOHN R. KASICH,364,231,5,128,0
Gwinnett,President,,REP,JOHN R. KASICH,5471,4598,127,732,14
Habersham,President,,REP,JOHN R. KASICH,311,161,14,135,1
Hall,President,,REP,JOHN R. KASICH,1537,1218,44,274,1
Hancock,President,,REP,JOHN R. KASICH,19,14,3,2,0
Haralson,President,,REP,JOHN R. KASICH,125,111,2,12,0
Harris,President,,REP,JOHN R. KASICH,345,289,3,53,0
Hart,President,,REP,JOHN R. KASICH,173,120,5,48,0
Heard,President,,REP,JOHN R. KASICH,102,87,3,12,0
Henry,President,,REP,JOHN R. KASICH,862,602,22,234,4
Houston,President,,REP,JOHN R. KASICH,867,652,21,190,4
Irwin,President,,REP,JOHN R. KASICH,38,29,0,8,1
Jackson,President,,REP,JOHN R. KASICH,404,303,5,96,0
Jasper,President,,REP,JOHN R. KASICH,68,41,0,26,1
Jeff Davis,President,,REP,JOHN R. KASICH,69,43,1,25,0
Jefferson,President,,REP,JOHN R. KASICH,42,30,0,11,1
Jenkins,President,,REP,JOHN R. KASICH,26,11,2,12,1
Johnson,President,,REP,JOHN R. KASICH,24,16,0,8,0
Jones,President,,REP,JOHN R. KASICH,143,112,7,24,0
Lamar,President,,REP,JOHN R. KASICH,97,76,1,20,0
Lanier,President,,REP,JOHN R. KASICH,24,17,0,7,0
Laurens,President,,REP,JOHN R. KASICH,231,179,6,46,0
Lee,President,,REP,JOHN R. KASICH,184,165,2,17,0
Liberty,President,,REP,JOHN R. KASICH,128,104,1,23,0
Lincoln,President,,REP,JOHN R. KASICH,22,15,0,7,0
Long,President,,REP,JOHN R. KASICH,20,17,0,3,0
Lowndes,President,,REP,JOHN R. KASICH,392,263,5,117,7
Lumpkin,President,,REP,JOHN R. KASICH,298,217,6,75,0
Macon,President,,REP,JOHN R. KASICH,28,22,0,6,0
Madison,President,,REP,JOHN R. KASICH,147,122,1,24,0
Marion,President,,REP,JOHN R. KASICH,15,13,0,2,0
McDuffie,President,,REP,JOHN R. KASICH,88,70,2,16,0
McIntosh,President,,REP,JOHN R. KASICH,95,69,4,22,0
Meriwether,President,,REP,JOHN R. KASICH,103,94,1,8,0
Miller,President,,REP,JOHN R. KASICH,15,14,0,1,0
Mitchell,President,,REP,JOHN R. KASICH,88,63,1,24,0
Monroe,President,,REP,JOHN R. KASICH,266,230,5,31,0
Montgomery,President,,REP,JOHN R. KASICH,35,31,0,3,1
Morgan,President,,REP,JOHN R. KASICH,184,130,2,52,0
Murray,President,,REP,JOHN R. KASICH,119,101,0,18,0
Muscogee,President,,REP,JOHN R. KASICH,1112,940,28,141,3
Newton,President,,REP,JOHN R. KASICH,356,270,6,80,0
Oconee,President,,REP,JOHN R. KASICH,667,499,11,155,2
Oglethorpe,President,,REP,JOHN R. KASICH,115,84,4,27,0
Paulding,President,,REP,JOHN R. KASICH,658,457,23,176,2
Peach,President,,REP,JOHN R. KASICH,124,89,4,31,0
Pickens,President,,REP,JOHN R. KASICH,305,223,3,79,0
Pierce,President,,REP,JOHN R. KASICH,71,48,0,23,0
Pike,President,,REP,JOHN R. KASICH,102,77,3,22,0
Polk,President,,REP,JOHN R. KASICH,177,113,3,61,0
Pulaski,President,,REP,JOHN R. KASICH,47,34,2,11,0
Putnam,President,,REP,JOHN R. KASICH,161,124,7,30,0
Quitman,President,,REP,JOHN R. KASICH,12,10,0,2,0
Rabun,President,,REP,JOHN R. KASICH,210,108,28,74,0
Randolph,President,,REP,JOHN R. KASICH,16,14,0,2,0
Richmond,President,,REP,JOHN R. KASICH,653,555,19,79,0
Rockdale,President,,REP,JOHN R. KASICH,366,244,2,118,2
Schley,President,,REP,JOHN R. KASICH,23,11,0,12,0
Screven,President,,REP,JOHN R. KASICH,71,53,1,17,0
Seminole,President,,REP,JOHN R. KASICH,36,34,1,1,0
Spalding,President,,REP,JOHN R. KASICH,422,292,6,124,0
Stephens,President,,REP,JOHN R. KASICH,157,86,4,67,0
Stewart,President,,REP,JOHN R. KASICH,14,12,0,2,0
Sumter,President,,REP,JOHN R. KASICH,115,81,1,33,0
Talbot,President,,REP,JOHN R. KASICH,24,23,1,0,0
Taliaferro,President,,REP,JOHN R. KASICH,10,7,1,2,0
Tattnall,President,,REP,JOHN R. KASICH,84,59,2,23,0
Taylor,President,,REP,JOHN R. KASICH,29,24,2,3,0
Telfair,President,,REP,JOHN R. KASICH,51,42,1,8,0
Terrell,President,,REP,JOHN R. KASICH,30,25,1,4,0
Thomas,President,,REP,JOHN R. KASICH,316,231,7,78,0
Tift,President,,REP,JOHN R. KASICH,226,173,1,52,0
Toombs,President,,REP,JOHN R. KASICH,119,82,4,33,0
Towns,President,,REP,JOHN R. KASICH,169,116,6,46,1
Treutlen,President,,REP,JOHN R. KASICH,9,5,1,3,0
Troup,President,,REP,JOHN R. KASICH,395,308,13,74,0
Turner,President,,REP,JOHN R. KASICH,31,23,0,8,0
Twiggs,President,,REP,JOHN R. KASICH,35,31,0,4,0
Union,President,,REP,JOHN R. KASICH,270,174,7,89,0
Upson,President,,REP,JOHN R. KASICH,109,75,2,32,0
Walker,President,,REP,JOHN R. KASICH,414,307,6,101,0
Walton,President,,REP,JOHN R. KASICH,539,458,12,69,0
Ware,President,,REP,JOHN R. KASICH,124,102,3,19,0
Warren,President,,REP,JOHN R. KASICH,13,5,2,6,0
Washington,President,,REP,JOHN R. KASICH,78,57,1,20,0
Wayne,President,,REP,JOHN R. KASICH,165,115,12,38,0
Webster,President,,REP,JOHN R. KASICH,14,9,1,4,0
Wheeler,President,,REP,JOHN R. KASICH,15,14,0,1,0
White,President,,REP,JOHN R. KASICH,233,169,14,49,1
Whitfield,President,,REP,JOHN R. KASICH,556,477,8,70,1
Wilcox,President,,REP,JOHN R. KASICH,18,13,1,4,0
Wilkes,President,,REP,JOHN R. KASICH,48,39,1,8,0
Wilkinson,President,,REP,JOHN R. KASICH,34,30,0,4,0
Worth,President,,REP,JOHN R. KASICH,91,71,0,20,0
,President,,REP,GEORGE PATAKI,236,172,6,57,1
Appling,President,,REP,GEORGE PATAKI,0,0,0,0,0
Atkinson,President,,REP,GEORGE PATAKI,0,0,0,0,0
Bacon,President,,REP,GEORGE PATAKI,0,0,0,0,0
Baker,President,,REP,GEORGE PATAKI,0,0,0,0,0
Baldwin,President,,REP,GEORGE PATAKI,0,0,0,0,0
Banks,President,,REP,GEORGE PATAKI,1,1,0,0,0
Barrow,President,,REP,GEORGE PATAKI,3,3,0,0,0
Bartow,President,,REP,GEORGE PATAKI,5,2,0,3,0
Ben Hill,President,,REP,GEORGE PATAKI,0,0,0,0,0
Berrien,President,,REP,GEORGE PATAKI,1,0,0,1,0
Bibb,President,,REP,GEORGE PATAKI,2,2,0,0,0
Bleckley,President,,REP,GEORGE PATAKI,0,0,0,0,0
Brantley,President,,REP,GEORGE PATAKI,0,0,0,0,0
Brooks,President,,REP,GEORGE PATAKI,0,0,0,0,0
Bryan,President,,REP,GEORGE PATAKI,1,1,0,0,0
Bulloch,President,,REP,GEORGE PATAKI,1,0,0,1,0
Burke,President,,REP,GEORGE PATAKI,0,0,0,0,0
Butts,President,,REP,GEORGE PATAKI,0,0,0,0,0
Calhoun,President,,REP,GEORGE PATAKI,0,0,0,0,0
Camden,President,,REP,GEORGE PATAKI,1,1,0,0,0
Candler,President,,REP,GEORGE PATAKI,0,0,0,0,0
Carroll,President,,REP,GEORGE PATAKI,1,1,0,0,0
Catoosa,President,,REP,GEORGE PATAKI,1,1,0,0,0
Charlton,President,,REP,GEORGE PATAKI,0,0,0,0,0
Chatham,President,,REP,GEORGE PATAKI,11,11,0,0,0
Chattahoochee,President,,REP,GEORGE PATAKI,0,0,0,0,0
Chattooga,President,,REP,GEORGE PATAKI,0,0,0,0,0
Cherokee,President,,REP,GEORGE PATAKI,2,1,0,1,0
Clarke,President,,REP,GEORGE PATAKI,1,1,0,0,0
Clay,President,,REP,GEORGE PATAKI,0,0,0,0,0
Clayton,President,,REP,GEORGE PATAKI,1,0,0,1,0
Clinch,President,,REP,GEORGE PATAKI,1,1,0,0,0
Cobb,President,,REP,GEORGE PATAKI,22,19,1,2,0
Coffee,President,,REP,GEORGE PATAKI,1,0,0,1,0
Colquitt,President,,REP,GEORGE PATAKI,1,1,0,0,0
Columbia,President,,REP,GEORGE PATAKI,1,1,0,0,0
Cook,President,,REP,GEORGE PATAKI,1,1,0,0,0
Coweta,President,,REP,GEORGE PATAKI,3,3,0,0,0
Crawford,President,,REP,GEORGE PATAKI,0,0,0,0,0
Crisp,President,,REP,GEORGE PATAKI,0,0,0,0,0
Dade,President,,REP,GEORGE PATAKI,0,0,0,0,0
Dawson,President,,REP,GEORGE PATAKI,0,0,0,0,0
Decatur,President,,REP,GEORGE PATAKI,0,0,0,0,0
DeKalb,President,,REP,GEORGE PATAKI,24,22,0,1,1
Dodge,President,,REP,GEORGE PATAKI,2,1,0,1,0
Dooly,President,,REP,GEORGE PATAKI,1,1,0,0,0
Dougherty,President,,REP,GEORGE PATAKI,0,0,0,0,0
Douglas,President,,REP,GEORGE PATAKI,2,0,0,2,0
Early,President,,REP,GEORGE PATAKI,0,0,0,0,0
Echols,President,,REP,GEORGE PATAKI,0,0,0,0,0
