county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,absentee_in_person_2,provisional,absentee_in_person
Cobb,Sandy Plains 01,STATE CT POST 3,,,JOHN MORGAN,196,10,150,18,0,18
Cobb,Shallowford Fall 01,STATE CT POST 3,,,JOHN MORGAN,227,9,175,40,0,3
Cobb,Simpson 01,STATE CT POST 3,,,JOHN MORGAN,103,10,84,2,1,6
Cobb,Sewell Mill 01,STATE CT POST 3,,,JOHN MORGAN,238,10,175,35,0,18
Cobb,Sewell Mill 03,STATE CT POST 3,,,JOHN MORGAN,247,16,169,40,0,22
Cobb,Smyrna 1A,STATE CT POST 3,,,JOHN MORGAN,80,10,54,1,0,15
Cobb,Smyrna 2A,STATE CT POST 3,,,JOHN MORGAN,96,12,77,1,0,6
Cobb,Smyrna 3A,STATE CT POST 3,,,JOHN MORGAN,165,13,132,1,0,19
Cobb,Smyrna 4A,STATE CT POST 3,,,JOHN MORGAN,324,35,236,20,1,32
Cobb,Smyrna 5A,STATE CT POST 3,,,JOHN MORGAN,106,15,69,3,1,18
Cobb,Smyrna 6A,STATE CT POST 3,,,JOHN MORGAN,309,42,219,8,0,40
Cobb,Smyrna 7A,STATE CT POST 3,,,JOHN MORGAN,127,12,93,16,0,6
Cobb,Sope Creek 01,STATE CT POST 3,,,JOHN MORGAN,297,10,187,93,0,7
Cobb,Sope Creek 02,STATE CT POST 3,,,JOHN MORGAN,345,21,215,95,0,14
Cobb,Sope Creek 03,STATE CT POST 3,,,JOHN MORGAN,242,9,171,61,0,1
Cobb,Sweetwater 01,STATE CT POST 3,,,JOHN MORGAN,107,9,77,14,1,6
Cobb,Sweetwater 02,STATE CT POST 3,,,JOHN MORGAN,58,16,34,5,0,3
Cobb,Terrell Mill 01,STATE CT POST 3,,,JOHN MORGAN,206,13,140,42,0,11
Cobb,Timber Ridge 01,STATE CT POST 3,,,JOHN MORGAN,215,13,136,63,0,3
Cobb,Vaughn 01,STATE CT POST 3,,,JOHN MORGAN,177,7,127,31,0,12
Cobb,Vinings 01,STATE CT POST 3,,,JOHN MORGAN,116,9,94,2,0,11
Cobb,Vinings 02,STATE CT POST 3,,,JOHN MORGAN,157,12,121,0,0,24
Cobb,Vinings 03,STATE CT POST 3,,,JOHN MORGAN,122,12,94,1,1,14
Cobb,Vinings 04,STATE CT POST 3,,,JOHN MORGAN,350,57,266,5,0,22
Cobb,Wade Green 02,STATE CT POST 3,,,JOHN MORGAN,142,12,109,12,0,9
Cobb,Wileo 01,STATE CT POST 3,,,JOHN MORGAN,149,9,121,17,0,2
