county,precinct,office,district,candidate,party,votes,absentee_by_mail,election_day,advance_in_person,provisional
Monroe,Bentons,State Senate,,John F. Kennedy,Rep,1326,39,587,699,1
Monroe,Brantleys,State Senate,,John F. Kennedy,Rep,707,6,292,409,0
Monroe,Burgays,State Senate,,John F. Kennedy,Rep,1482,56,725,700,1
Monroe,Cabaniss,State Senate,,John F. Kennedy,Rep,364,5,229,130,0
Monroe,Cox,State Senate,,John F. Kennedy,Rep,429,6,216,207,0
Monroe,Culloden,State Senate,,John F. Kennedy,Rep,215,5,136,73,1
Monroe,Dillards,State Senate,,John F. Kennedy,Rep,538,9,253,275,1
Monroe,Evers,State Senate,,John F. Kennedy,Rep,1183,20,470,692,1
Monroe,Forsyth,State Senate,,John F. Kennedy,Rep,1248,55,371,822,0
Monroe,High Falls,State Senate,,John F. Kennedy,Rep,922,12,493,417,0
Monroe,Kelseys,State Senate,,John F. Kennedy,Rep,273,3,163,107,0
Monroe,Middlebrooks,State Senate,,John F. Kennedy,Rep,720,10,287,423,0
Monroe,Proctors,State Senate,,John F. Kennedy,Rep,577,7,332,238,0
Monroe,Russellville,State Senate,,John F. Kennedy,Rep,278,1,180,97,0
Monroe,Bentons,State Senate,,Chris Benton,Dem,313,34,81,198,0
Monroe,Brantleys,State Senate,,Chris Benton,Dem,103,7,43,53,0
Monroe,Burgays,State Senate,,Chris Benton,Dem,264,18,85,161,0
Monroe,Cabaniss,State Senate,,Chris Benton,Dem,121,10,45,65,1
Monroe,Cox,State Senate,,Chris Benton,Dem,97,17,29,51,0
Monroe,Culloden,State Senate,,Chris Benton,Dem,83,9,56,18,0
Monroe,Dillards,State Senate,,Chris Benton,Dem,99,5,36,58,0
Monroe,Evers,State Senate,,Chris Benton,Dem,269,25,81,163,0
Monroe,Forsyth,State Senate,,Chris Benton,Dem,1307,182,321,804,0
Monroe,High Falls,State Senate,,Chris Benton,Dem,170,15,46,109,0
Monroe,Kelseys,State Senate,,Chris Benton,Dem,204,23,72,109,0
Monroe,Middlebrooks,State Senate,,Chris Benton,Dem,112,3,34,75,0
Monroe,Proctors,State Senate,,Chris Benton,Dem,160,11,76,73,0
Monroe,Russellville,State Senate,,Chris Benton,Dem,44,3,23,18,0
Wilkes,Senior Citizen Center,U.S. Senate,,Herschel Junior Walker,Rep,317,15,110,192,0
Wilkes,Young Famer's Bldg,U.S. Senate,,Herschel Junior Walker,Rep,615,21,261,333,0
Wilkes,Metasville Fire Sta,U.S. Senate,,Herschel Junior Walker,Rep,310,10,175,125,0
Wilkes,Edward B Pope Center,U.S. Senate,,Herschel Junior Walker,Rep,160,7,62,91,0
Wilkes,Rayle City Hall,U.S. Senate,,Herschel Junior Walker,Rep,238,1,173,64,0
Wilkes,Courthouse,U.S. Senate,,Herschel Junior Walker,Rep,407,15,103,288,1
Wilkes,Tignall Sch Lunch Rm,U.S. Senate,,Herschel Junior Walker,Rep,355,4,238,113,0
Wilkes,Senior Citizen Center,U.S. Senate,,Raphael Warnock,Dem,515,66,166,283,0
Wilkes,Young Famer's Bldg,U.S. Senate,,Raphael Warnock,Dem,187,14,62,111,0
Wilkes,Metasville Fire Sta,U.S. Senate,,Raphael Warnock,Dem,93,20,26,47,0
Wilkes,Edward B Pope Center,U.S. Senate,,Raphael Warnock,Dem,347,20,128,199,0
Wilkes,Rayle City Hall,U.S. Senate,,Raphael Warnock,Dem,114,11,63,40,0
Wilkes,Courthouse,U.S. Senate,,Raphael Warnock,Dem,215,28,53,133,1
Wilkes,Tignall Sch Lunch Rm,U.S. Senate,,Raphael Warnock,Dem,209,30,100,79,0
Wilkes,Senior Citizen Center,U.S. Senate,,Chase Oliver,Lib,7,1,2,4,0
Wilkes,Young Famer's Bldg,U.S. Senate,,Chase Oliver,Lib,14,0,4,10,0
Wilkes,Metasville Fire Sta,U.S. Senate,,Chase Oliver,Lib,7,1,4,2,0
Wilkes,Edward B Pope Center,U.S. Senate,,Chase Oliver,Lib,2,0,1,1,0
Wilkes,Rayle City Hall,U.S. Senate,,Chase Oliver,Lib,2,0,1,1,0
Wilkes,Courthouse,U.S. Senate,,Chase Oliver,Lib,10,0,3,7,0
Wilkes,Tignall Sch Lunch Rm,U.S. Senate,,Chase Oliver,Lib,4,0,1,3,0
Wilkes,Senior Citizen Center,Governor,,Brian Kemp,Rep,349,20,120,209,0
Wilkes,Young Famer's Bldg,Governor,,Brian Kemp,Rep,653,21,270,362,0
Wilkes,Metasville Fire Sta,Governor,,Brian Kemp,Rep,319,10,180,129,0
Wilkes,Edward B Pope Center,Governor,,Brian Kemp,Rep,168,7,67,94,0
Wilkes,Rayle City Hall,Governor,,Brian Kemp,Rep,244,1,175,68,0
Wilkes,Courthouse,Governor,,Brian Kemp,Rep,443,16,109,317,1
Wilkes,Tignall Sch Lunch Rm,Governor,,Brian Kemp,Rep,369,7,242,120,0
Wilkes,Senior Citizen Center,Governor,,Stacey Abrams,Dem,494,62,159,273,0
Wilkes,Young Famer's Bldg,Governor,,Stacey Abrams,Dem,164,14,56,94,0
Wilkes,Metasville Fire Sta,Governor,,Stacey Abrams,Dem,88,21,21,46,0
Wilkes,Edward B Pope Center,Governor,,Stacey Abrams,Dem,342,20,125,197,0
Wilkes,Rayle City Hall,Governor,,Stacey Abrams,Dem,107,11,60,36,0
Wilkes,Courthouse,Governor,,Stacey Abrams,Dem,193,27,48,117,1
Wilkes,Tignall Sch Lunch Rm,Governor,,Stacey Abrams,Dem,195,27,92,76,0
Wilkes,Senior Citizen Center,Governor,,Shane Hazel,Lib,1,0,1,0,0
Wilkes,Young Famer's Bldg,Governor,,Shane Hazel,Lib,3,0,0,3,0
Wilkes,Metasville Fire Sta,Governor,,Shane Hazel,Lib,5,0,4,1,0
Wilkes,Edward B Pope Center,Governor,,Shane Hazel,Lib,2,0,1,1,0
Wilkes,Rayle City Hall,Governor,,Shane Hazel,Lib,2,0,1,1,0
Wilkes,Courthouse,Governor,,Shane Hazel,Lib,3,0,1,2,0
Wilkes,Tignall Sch Lunch Rm,Governor,,Shane Hazel,Lib,4,0,3,1,0
Wilkes,Senior Citizen Center,Lieutenant Governor,,Burt Jones,Rep,332,17,114,201,0
Wilkes,Young Famer's Bldg,Lieutenant Governor,,Burt Jones,Rep,628,20,260,348,0
Wilkes,Metasville Fire Sta,Lieutenant Governor,,Burt Jones,Rep,310,10,172,128,0
Wilkes,Edward B Pope Center,Lieutenant Governor,,Burt Jones,Rep,163,7,61,95,0
Wilkes,Rayle City Hall,Lieutenant Governor,,Burt Jones,Rep,235,1,169,65,0
Wilkes,Courthouse,Lieutenant Governor,,Burt Jones,Rep,425,16,108,300,1
Wilkes,Tignall Sch Lunch Rm,Lieutenant Governor,,Burt Jones,Rep,372,7,243,122,0
Wilkes,Senior Citizen Center,Lieutenant Governor,,Charlie Bailey,Dem,478,65,155,258,0
Wilkes,Young Famer's Bldg,Lieutenant Governor,,Charlie Bailey,Dem,168,15,55,98,0
Wilkes,Metasville Fire Sta,Lieutenant Governor,,Charlie Bailey,Dem,85,21,24,40,0
Wilkes,Edward B Pope Center,Lieutenant Governor,,Charlie Bailey,Dem,323,20,116,187,0
Wilkes,Rayle City Hall,Lieutenant Governor,,Charlie Bailey,Dem,101,10,53,38,0
Wilkes,Courthouse,Lieutenant Governor,,Charlie Bailey,Dem,199,27,50,121,1
Wilkes,Tignall Sch Lunch Rm,Lieutenant Governor,,Charlie Bailey,Dem,183,27,85,71,0
Wilkes,Senior Citizen Center,Lieutenant Governor,,Ryan Graham,Lib,4,0,2,2,0
Wilkes,Young Famer's Bldg,Lieutenant Governor,,Ryan Graham,Lib,14,0,5,9,0
Wilkes,Metasville Fire Sta,Lieutenant Governor,,Ryan Graham,Lib,9,0,8,1,0
Wilkes,Edward B Pope Center,Lieutenant Governor,,Ryan Graham,Lib,6,0,5,1,0
Wilkes,Rayle City Hall,Lieutenant Governor,,Ryan Graham,Lib,7,0,6,1,0
Wilkes,Courthouse,Lieutenant Governor,,Ryan Graham,Lib,7,0,2,5,0
Wilkes,Tignall Sch Lunch Rm,Lieutenant Governor,,Ryan Graham,Lib,5,0,4,1,0
Wilkes,Senior Citizen Center,Secretary of State,,Brad Raffensperger,Rep,336,19,113,204,0
Wilkes,Young Famer's Bldg,Secretary of State,,Brad Raffensperger,Rep,619,19,254,346,0
Wilkes,Metasville Fire Sta,Secretary of State,,Brad Raffensperger,Rep,299,10,169,120,0
Wilkes,Edward B Pope Center,Secretary of State,,Brad Raffensperger,Rep,161,6,62,93,0
Wilkes,Rayle City Hall,Secretary of State,,Brad Raffensperger,Rep,244,1,174,69,0
Wilkes,Courthouse,Secretary of State,,Brad Raffensperger,Rep,423,16,106,300,1
Wilkes,Tignall Sch Lunch Rm,Secretary of State,,Brad Raffensperger,Rep,367,7,241,119,0
Wilkes,Senior Citizen Center,Secretary of State,,Bee Nguyen,Dem,462,63,154,245,0
Wilkes,Young Famer's Bldg,Secretary of State,,Bee Nguyen,Dem,152,15,53,84,0
Wilkes,Metasville Fire Sta,Secretary of State,,Bee Nguyen,Dem,86,20,25,41,0
Wilkes,Edward B Pope Center,Secretary of State,,Bee Nguyen,Dem,322,20,117,185,0
Wilkes,Rayle City Hall,Secretary of State,,Bee Nguyen,Dem,97,11,50,36,0
Wilkes,Courthouse,Secretary of State,,Bee Nguyen,Dem,185,26,45,113,1
Wilkes,Tignall Sch Lunch Rm,Secretary of State,,Bee Nguyen,Dem,170,25,76,69,0
Wilkes,Senior Citizen Center,Secretary of State,,Ted Metz,Lib,16,0,7,9,0
Wilkes,Young Famer's Bldg,Secretary of State,,Ted Metz,Lib,27,0,9,18,0
Wilkes,Metasville Fire Sta,Secretary of State,,Ted Metz,Lib,18,0,10,8,0
Wilkes,Edward B Pope Center,Secretary of State,,Ted Metz,Lib,9,1,3,5,0
Wilkes,Rayle City Hall,Secretary of State,,Ted Metz,Lib,6,0,6,0,0
Wilkes,Courthouse,Secretary of State,,Ted Metz,Lib,19,0,4,15,0
Wilkes,Tignall Sch Lunch Rm,Secretary of State,,Ted Metz,Lib,14,2,9,3,0
Wilkes,Senior Citizen Center,Attorney General,,Chris Carr,Rep,328,15,114,199,0
Wilkes,Young Famer's Bldg,Attorney General,,Chris Carr,Rep,626,20,261,345,0
Wilkes,Metasville Fire Sta,Attorney General,,Chris Carr,Rep,311,10,175,126,0
Wilkes,Edward B Pope Center,Attorney General,,Chris Carr,Rep,162,7,61,94,0
Wilkes,Rayle City Hall,Attorney General,,Chris Carr,Rep,240,1,171,68,0
Wilkes,Courthouse,Attorney General,,Chris Carr,Rep,418,14,107,296,1
Wilkes,Tignall Sch Lunch Rm,Attorney General,,Chris Carr,Rep,363,5,241,117,0
Wilkes,Senior Citizen Center,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,489,66,159,264,0
Wilkes,Young Famer's Bldg,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,174,15,57,102,0
Wilkes,Metasville Fire Sta,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,90,20,25,45,0
Wilkes,Edward B Pope Center,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,329,20,119,190,0
Wilkes,Rayle City Hall,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,98,10,53,35,0
Wilkes,Courthouse,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,208,28,51,128,1
Wilkes,Tignall Sch Lunch Rm,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,191,29,87,75,0
Wilkes,Senior Citizen Center,Attorney General,,Martin Cowen,Lib,5,0,3,2,0
Wilkes,Young Famer's Bldg,Attorney General,,Martin Cowen,Lib,8,0,3,5,0
Wilkes,Metasville Fire Sta,Attorney General,,Martin Cowen,Lib,6,1,4,1,0
Wilkes,Edward B Pope Center,Attorney General,,Martin Cowen,Lib,7,0,4,3,0
Wilkes,Rayle City Hall,Attorney General,,Martin Cowen,Lib,5,0,5,0,0
Wilkes,Courthouse,Attorney General,,Martin Cowen,Lib,6,0,1,5,0
Wilkes,Tignall Sch Lunch Rm,Attorney General,,Martin Cowen,Lib,5,0,4,1,0
Wilkes,Senior Citizen Center,Commissioner of Agriculture,,Tyler Harper,Rep,333,16,113,204,0
Wilkes,Young Famer's Bldg,Commissioner of Agriculture,,Tyler Harper,Rep,632,21,261,350,0
Wilkes,Metasville Fire Sta,Commissioner of Agriculture,,Tyler Harper,Rep,309,10,173,126,0
Wilkes,Edward B Pope Center,Commissioner of Agriculture,,Tyler Harper,Rep,169,7,65,97,0
Wilkes,Rayle City Hall,Commissioner of Agriculture,,Tyler Harper,Rep,240,1,170,69,0
Wilkes,Courthouse,Commissioner of Agriculture,,Tyler Harper,Rep,425,15,101,308,1
Wilkes,Tignall Sch Lunch Rm,Commissioner of Agriculture,,Tyler Harper,Rep,368,6,240,122,0
Wilkes,Senior Citizen Center,Commissioner of Agriculture,,Nakita Hemingway,Dem,475,64,158,253,0
Wilkes,Young Famer's Bldg,Commissioner of Agriculture,,Nakita Hemingway,Dem,157,14,52,91,0
Wilkes,Metasville Fire Sta,Commissioner of Agriculture,,Nakita Hemingway,Dem,83,20,21,42,0
Wilkes,Edward B Pope Center,Commissioner of Agriculture,,Nakita Hemingway,Dem,321,19,117,185,0
Wilkes,Rayle City Hall,Commissioner of Agriculture,,Nakita Hemingway,Dem,94,10,50,34,0
Wilkes,Courthouse,Commissioner of Agriculture,,Nakita Hemingway,Dem,192,26,51,114,1
Wilkes,Tignall Sch Lunch Rm,Commissioner of Agriculture,,Nakita Hemingway,Dem,182,28,85,69,0
Wilkes,Senior Citizen Center,Commissioner of Agriculture,,David Raudabaugh,Lib,13,2,3,8,0
Wilkes,Young Famer's Bldg,Commissioner of Agriculture,,David Raudabaugh,Lib,18,0,8,10,0
Wilkes,Metasville Fire Sta,Commissioner of Agriculture,,David Raudabaugh,Lib,15,1,10,4,0
Wilkes,Edward B Pope Center,Commissioner of Agriculture,,David Raudabaugh,Lib,7,1,3,3,0
Wilkes,Rayle City Hall,Commissioner of Agriculture,,David Raudabaugh,Lib,6,0,6,0,0
Wilkes,Courthouse,Commissioner of Agriculture,,David Raudabaugh,Lib,12,0,4,8,0
Wilkes,Tignall Sch Lunch Rm,Commissioner of Agriculture,,David Raudabaugh,Lib,8,0,7,1,0
Wilkes,Senior Citizen Center,Commissioner of Insurance,,John King,Rep,340,18,116,206,0
Wilkes,Young Famer's Bldg,Commissioner of Insurance,,John King,Rep,649,21,269,359,0
Wilkes,Metasville Fire Sta,Commissioner of Insurance,,John King,Rep,317,10,178,129,0
Wilkes,Edward B Pope Center,Commissioner of Insurance,,John King,Rep,173,8,65,100,0
Wilkes,Rayle City Hall,Commissioner of Insurance,,John King,Rep,243,1,174,68,0
Wilkes,Courthouse,Commissioner of Insurance,,John King,Rep,428,14,105,308,1
Wilkes,Tignall Sch Lunch Rm,Commissioner of Insurance,,John King,Rep,362,6,236,120,0
Wilkes,Senior Citizen Center,Commissioner of Insurance,,Janice Laws Robinson,Dem,478,64,157,257,0
Wilkes,Young Famer's Bldg,Commissioner of Insurance,,Janice Laws Robinson,Dem,155,14,50,91,0
Wilkes,Metasville Fire Sta,Commissioner of Insurance,,Janice Laws Robinson,Dem,87,21,25,41,0
Wilkes,Edward B Pope Center,Commissioner of Insurance,,Janice Laws Robinson,Dem,326,19,119,188,0
Wilkes,Rayle City Hall,Commissioner of Insurance,,Janice Laws Robinson,Dem,98,11,51,36,0
Wilkes,Courthouse,Commissioner of Insurance,,Janice Laws Robinson,Dem,202,27,52,122,1
Wilkes,Tignall Sch Lunch Rm,Commissioner of Insurance,,Janice Laws Robinson,Dem,191,28,93,70,0
Wilkes,Senior Citizen Center,Commissioner of Labor,,Bruce Thompson,Rep,336,17,116,203,0
Wilkes,Young Famer's Bldg,Commissioner of Labor,,Bruce Thompson,Rep,636,20,263,353,0
Wilkes,Metasville Fire Sta,Commissioner of Labor,,Bruce Thompson,Rep,312,10,175,127,0
Wilkes,Edward B Pope Center,Commissioner of Labor,,Bruce Thompson,Rep,165,7,63,95,0
Wilkes,Rayle City Hall,Commissioner of Labor,,Bruce Thompson,Rep,243,1,176,66,0
Wilkes,Courthouse,Commissioner of Labor,,Bruce Thompson,Rep,420,14,103,302,1
Wilkes,Tignall Sch Lunch Rm,Commissioner of Labor,,Bruce Thompson,Rep,368,5,241,122,0
Wilkes,Senior Citizen Center,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,483,65,156,262,0
Wilkes,Young Famer's Bldg,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,156,14,52,90,0
Wilkes,Metasville Fire Sta,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,88,20,25,43,0
Wilkes,Edward B Pope Center,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,323,20,115,188,0
Wilkes,Rayle City Hall,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,97,11,49,37,0
Wilkes,Courthouse,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,196,27,51,117,1
Wilkes,Tignall Sch Lunch Rm,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,182,29,85,68,0
Wilkes,Senior Citizen Center,Commissioner of Labor,,Emily Anderson,Lib,6,0,3,3,0
Wilkes,Young Famer's Bldg,Commissioner of Labor,,Emily Anderson,Lib,15,1,6,8,0
Wilkes,Metasville Fire Sta,Commissioner of Labor,,Emily Anderson,Lib,10,1,7,2,0
Wilkes,Edward B Pope Center,Commissioner of Labor,,Emily Anderson,Lib,8,0,4,4,0
Wilkes,Rayle City Hall,Commissioner of Labor,,Emily Anderson,Lib,7,0,6,1,0
Wilkes,Courthouse,Commissioner of Labor,,Emily Anderson,Lib,11,0,3,8,0
Wilkes,Tignall Sch Lunch Rm,Commissioner of Labor,,Emily Anderson,Lib,6,0,4,2,0
Wilkes,Rayle City Hall,U.S. House,,Mike Collins,Rep,251,1,180,70,0
Wilkes,Courthouse,U.S. House,,Mike Collins,Rep,18,2,6,10,0
Wilkes,Tignall Sch Lunch Rm,U.S. House,,Mike Collins,Rep,185,2,126,57,0
Wilkes,Rayle City Hall,U.S. House,,Tabitha Johnson-Green,Dem,95,11,51,33,0
Wilkes,Courthouse,U.S. House,,Tabitha Johnson-Green,Dem,13,3,1,9,0
Wilkes,Tignall Sch Lunch Rm,U.S. House,,Tabitha Johnson-Green,Dem,104,6,69,29,0
Wilkes,Senior Citizen Center,U.S. House,,Rick W. Allen,Rep,344,17,121,206,0
Wilkes,Young Famer's Bldg,U.S. House,,Rick W. Allen,Rep,638,20,263,355,0
Wilkes,Metasville Fire Sta,U.S. House,,Rick W. Allen,Rep,317,10,179,128,0
Wilkes,Edward B Pope Center,U.S. House,,Rick W. Allen,Rep,168,7,63,98,0
Wilkes,Courthouse,U.S. House,,Rick W. Allen,Rep,409,14,101,293,1
Wilkes,Tignall Sch Lunch Rm,U.S. House,,Rick W. Allen,Rep,183,3,116,64,0
Wilkes,Senior Citizen Center,U.S. House,,Elizabeth 'Liz' Johnson,Dem,483,65,156,262,0
Wilkes,Young Famer's Bldg,U.S. House,,Elizabeth 'Liz' Johnson,Dem,169,15,56,98,0
Wilkes,Metasville Fire Sta,U.S. House,,Elizabeth 'Liz' Johnson,Dem,90,21,25,44,0
Wilkes,Edward B Pope Center,U.S. House,,Elizabeth 'Liz' Johnson,Dem,328,20,118,190,0
Wilkes,Courthouse,U.S. House,,Elizabeth 'Liz' Johnson,Dem,194,24,51,118,1
Wilkes,Tignall Sch Lunch Rm,U.S. House,,Elizabeth 'Liz' Johnson,Dem,84,22,19,43,0
Wilkes,Senior Citizen Center,State Senate,,Lee Anderson,Rep,523,42,186,295,0
Wilkes,Young Famer's Bldg,State Senate,,Lee Anderson,Rep,702,24,285,393,0
Wilkes,Metasville Fire Sta,State Senate,,Lee Anderson,Rep,359,14,191,154,0
Wilkes,Edward B Pope Center,State Senate,,Lee Anderson,Rep,290,7,120,163,0
Wilkes,Rayle City Hall,State Senate,,Lee Anderson,Rep,280,6,197,77,0
Wilkes,Courthouse,State Senate,,Lee Anderson,Rep,510,22,132,355,1
Wilkes,Tignall Sch Lunch Rm,State Senate,,Lee Anderson,Rep,445,16,286,143,0
Camden,Tarboro,U.S. Senate,,Herschel Junior Walker,Rep,405,6,243,156,0
Camden,Waverly,U.S. Senate,,Herschel Junior Walker,Rep,789,30,398,360,1
Camden,Woodbine,U.S. Senate,,Herschel Junior Walker,Rep,657,16,344,297,0
Camden,Browntown,U.S. Senate,,Herschel Junior Walker,Rep,276,5,159,112,0
Camden,Harriets Bluff,U.S. Senate,,Herschel Junior Walker,Rep,849,20,435,394,0
Camden,West Kingsland,U.S. Senate,,Herschel Junior Walker,Rep,943,18,365,560,0
Camden,North Kingsland,U.S. Senate,,Herschel Junior Walker,Rep,506,6,215,285,0
Camden,Kingsland,U.S. Senate,,Herschel Junior Walker,Rep,507,10,199,298,0
Camden,East Kingsland,U.S. Senate,,Herschel Junior Walker,Rep,2240,58,779,1401,2
Camden,North St. Marys,U.S. Senate,,Herschel Junior Walker,Rep,337,19,166,152,0
Camden,St. Marys,U.S. Senate,,Herschel Junior Walker,Rep,822,17,411,394,0
Camden,South St. Marys,U.S. Senate,,Herschel Junior Walker,Rep,810,32,326,452,0
Camden,Mush Bluff,U.S. Senate,,Herschel Junior Walker,Rep,947,19,426,502,0
Camden,West St. Marys,U.S. Senate,,Herschel Junior Walker,Rep,1610,77,489,1044,0
Camden,Tarboro,U.S. Senate,,Raphael Warnock,Dem,147,29,66,51,1
Camden,Waverly,U.S. Senate,,Raphael Warnock,Dem,286,55,116,115,0
Camden,Woodbine,U.S. Senate,,Raphael Warnock,Dem,390,62,111,217,0
Camden,Browntown,U.S. Senate,,Raphael Warnock,Dem,48,7,17,24,0
Camden,Harriets Bluff,U.S. Senate,,Raphael Warnock,Dem,229,17,73,139,0
Camden,West Kingsland,U.S. Senate,,Raphael Warnock,Dem,330,27,95,208,0
Camden,North Kingsland,U.S. Senate,,Raphael Warnock,Dem,525,62,154,309,0
Camden,Kingsland,U.S. Senate,,Raphael Warnock,Dem,337,23,132,182,0
Camden,East Kingsland,U.S. Senate,,Raphael Warnock,Dem,1234,106,293,835,0
Camden,North St. Marys,U.S. Senate,,Raphael Warnock,Dem,229,21,96,112,0
Camden,St. Marys,U.S. Senate,,Raphael Warnock,Dem,561,55,190,316,0
Camden,South St. Marys,U.S. Senate,,Raphael Warnock,Dem,425,72,120,233,0
Camden,Mush Bluff,U.S. Senate,,Raphael Warnock,Dem,435,34,141,260,0
Camden,West St. Marys,U.S. Senate,,Raphael Warnock,Dem,582,62,144,376,0
Camden,Tarboro,U.S. Senate,,Chase Oliver,L,8,0,5,3,0
Camden,Waverly,U.S. Senate,,Chase Oliver,L,18,1,10,7,0
Camden,Woodbine,U.S. Senate,,Chase Oliver,L,14,0,6,8,0
Camden,Browntown,U.S. Senate,,Chase Oliver,L,9,0,6,3,0
Camden,Harriets Bluff,U.S. Senate,,Chase Oliver,L,27,0,13,14,0
Camden,West Kingsland,U.S. Senate,,Chase Oliver,L,36,1,22,13,0
Camden,North Kingsland,U.S. Senate,,Chase Oliver,L,24,1,14,9,0
Camden,Kingsland,U.S. Senate,,Chase Oliver,L,28,1,10,17,0
Camden,East Kingsland,U.S. Senate,,Chase Oliver,L,92,2,41,49,0
Camden,North St. Marys,U.S. Senate,,Chase Oliver,L,17,1,10,6,0
Camden,St. Marys,U.S. Senate,,Chase Oliver,L,43,0,24,19,0
Camden,South St. Marys,U.S. Senate,,Chase Oliver,L,18,1,6,11,0
Camden,Mush Bluff,U.S. Senate,,Chase Oliver,L,46,4,24,18,0
Camden,West St. Marys,U.S. Senate,,Chase Oliver,L,37,0,14,23,0
Camden,Tarboro,Governor,,Brian Kemp,Rep,421,7,253,161,0
Camden,Waverly,Governor,,Brian Kemp,Rep,831,33,421,376,1
Camden,Woodbine,Governor,,Brian Kemp,Rep,693,17,356,320,0
Camden,Browntown,Governor,,Brian Kemp,Rep,286,5,165,116,0
Camden,Harriets Bluff,Governor,,Brian Kemp,Rep,900,23,452,425,0
Camden,West Kingsland,Governor,,Brian Kemp,Rep,990,24,387,579,0
Camden,North Kingsland,Governor,,Brian Kemp,Rep,544,8,236,300,0
Camden,Kingsland,Governor,,Brian Kemp,Rep,554,12,222,320,0
Camden,East Kingsland,Governor,,Brian Kemp,Rep,2426,71,844,1509,2
Camden,North St. Marys,Governor,,Brian Kemp,Rep,365,22,177,166,0
Camden,St. Marys,Governor,,Brian Kemp,Rep,898,18,451,429,0
Camden,South St. Marys,Governor,,Brian Kemp,Rep,858,38,348,472,0
Camden,Mush Bluff,Governor,,Brian Kemp,Rep,998,18,452,528,0
Camden,West St. Marys,Governor,,Brian Kemp,Rep,1730,86,522,1122,0
Camden,Tarboro,Governor,,Stacey Abrams,Dem,135,29,59,46,1
Camden,Waverly,Governor,,Stacey Abrams,Dem,263,53,101,109,0
Camden,Woodbine,Governor,,Stacey Abrams,Dem,369,61,104,204,0
Camden,Browntown,Governor,,Stacey Abrams,Dem,43,7,14,22,0
Camden,Harriets Bluff,Governor,,Stacey Abrams,Dem,196,14,65,117,0
Camden,West Kingsland,Governor,,Stacey Abrams,Dem,302,21,87,194,0
Camden,North Kingsland,Governor,,Stacey Abrams,Dem,506,61,141,304,0
Camden,Kingsland,Governor,,Stacey Abrams,Dem,314,21,116,177,0
Camden,East Kingsland,Governor,,Stacey Abrams,Dem,1113,95,255,763,0
Camden,North St. Marys,Governor,,Stacey Abrams,Dem,217,19,90,108,0
Camden,St. Marys,Governor,,Stacey Abrams,Dem,524,55,171,298,0
Camden,South St. Marys,Governor,,Stacey Abrams,Dem,393,68,105,220,0
Camden,Mush Bluff,Governor,,Stacey Abrams,Dem,410,39,125,246,0
Camden,West St. Marys,Governor,,Stacey Abrams,Dem,479,51,115,313,0
Camden,Tarboro,Governor,,Shane Hazel,L,5,0,2,3,0
Camden,Waverly,Governor,,Shane Hazel,L,5,0,4,1,0
Camden,Woodbine,Governor,,Shane Hazel,L,7,0,3,4,0
Camden,Browntown,Governor,,Shane Hazel,L,5,0,4,1,0
Camden,Harriets Bluff,Governor,,Shane Hazel,L,10,0,3,7,0
Camden,West Kingsland,Governor,,Shane Hazel,L,20,1,11,8,0
Camden,North Kingsland,Governor,,Shane Hazel,L,10,0,8,2,0
Camden,Kingsland,Governor,,Shane Hazel,L,11,1,5,5,0
Camden,East Kingsland,Governor,,Shane Hazel,L,38,2,18,18,0
Camden,North St. Marys,Governor,,Shane Hazel,L,8,0,6,2,0
Camden,St. Marys,Governor,,Shane Hazel,L,15,0,6,9,0
Camden,South St. Marys,Governor,,Shane Hazel,L,5,0,3,2,0
Camden,Mush Bluff,Governor,,Shane Hazel,L,23,1,15,7,0
Camden,West St. Marys,Governor,,Shane Hazel,L,25,0,13,12,0
Camden,Tarboro,Lieutenant Governor,,Burt Jones,Rep,413,6,250,157,0
Camden,Waverly,Lieutenant Governor,,Burt Jones,Rep,802,31,403,367,1
Camden,Woodbine,Lieutenant Governor,,Burt Jones,Rep,671,17,345,309,0
Camden,Browntown,Lieutenant Governor,,Burt Jones,Rep,283,5,162,116,0
Camden,Harriets Bluff,Lieutenant Governor,,Burt Jones,Rep,880,22,443,415,0
Camden,West Kingsland,Lieutenant Governor,,Burt Jones,Rep,961,19,382,560,0
Camden,North Kingsland,Lieutenant Governor,,Burt Jones,Rep,524,6,223,295,0
Camden,Kingsland,Lieutenant Governor,,Burt Jones,Rep,534,10,216,308,0
Camden,East Kingsland,Lieutenant Governor,,Burt Jones,Rep,2364,66,823,1473,2
Camden,North St. Marys,Lieutenant Governor,,Burt Jones,Rep,353,18,175,160,0
