county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional,
Pickens,,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1112,17,735,359,1,
Pickens,YELLOW CREEK,"U.S. Representative, District 9",9,REP,DOUG COLLINS,155,0,120,35,0,
Pickens,SHARPTOP,"U.S. Representative, District 9",9,REP,DOUG COLLINS,229,3,156,69,1,
Pickens,APPALACHIAN,"U.S. Representative, District 9",9,REP,DOUG COLLINS,165,1,108,56,0,
Pickens,REFUGE,"U.S. Representative, District 9",9,REP,DOUG COLLINS,261,5,148,108,0,
Pickens,NELSON,"U.S. Representative, District 9",9,REP,DOUG COLLINS,67,0,54,13,0,
Pickens,JASPER,"U.S. Representative, District 9",9,REP,DOUG COLLINS,180,8,110,62,0,
Pickens,TOWNSEND,"U.S. Representative, District 9",9,REP,DOUG COLLINS,55,0,39,16,0,
Pickens,,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1156,17,777,362,0,
Pickens,YELLOW CREEK,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,266,2,205,59,0,
Pickens,SHARPTOP,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,310,4,206,100,0,
Pickens,APPALACHIAN,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,159,3,94,62,0,
Pickens,REFUGE,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,189,3,115,71,0,
Pickens,NELSON,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,76,1,62,13,0,
Pickens,JASPER,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,116,2,66,48,0,
Pickens,TOWNSEND,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,40,2,29,9,0,
Pickens,,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),1964,25,1374,565,0,
Pickens,YELLOW CREEK,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),242,2,184,56,0,
Pickens,SHARPTOP,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),342,4,226,112,0,
Pickens,APPALACHIAN,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),198,1,123,74,0,
Pickens,REFUGE,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),251,4,144,103,0,
Pickens,HILL,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),132,0,101,31,0,
Pickens,HINTON,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),112,0,92,20,0,
Pickens,JERUSALEM,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),128,0,115,13,0,
Pickens,LUDVILLE,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),44,0,41,3,0,
Pickens,NELSON,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),87,1,69,17,0,
Pickens,TALKING ROCK,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),149,2,111,36,0,
Pickens,JASPER,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),135,8,72,55,0,
Pickens,TOWNSEND,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,JOE HENDRICKS (I),144,3,96,45,0,
Pickens,,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,1562,14,1124,423,1,
Pickens,YELLOW CREEK,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,179,0,141,38,0,
Pickens,SHARPTOP,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,201,2,139,59,1,
Pickens,APPALACHIAN,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,146,3,88,55,0,
Pickens,REFUGE,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,228,4,133,91,0,
Pickens,HILL,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,105,2,67,36,0,
Pickens,HINTON,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,102,0,94,8,0,
Pickens,JERUSALEM,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,102,0,94,8,0,
Pickens,LUDVILLE,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,38,0,35,3,0,
Pickens,NELSON,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,67,0,55,12,0,
Pickens,TALKING ROCK,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,100,1,81,18,0,
Pickens,JASPER,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,179,2,114,63,0,
Pickens,TOWNSEND,"District Attorney, Appalachian Circuit", Appalachian Circuit - REP,REP,B. ALISON SOSEBEE,115,0,83,32,0,
Pickens,,CC D1,,,JERRY R. BARNES,954,8,713,233,0,
Pickens,APPALACHIAN,CC D1,,,JERRY R. BARNES,13,0,7,6,0,
Pickens,REFUGE,CC D1,,,JERRY R. BARNES,193,2,103,88,0,
Pickens,HILL,CC D1,,,JERRY R. BARNES,133,0,89,44,0,
Pickens,HINTON,CC D1,,,JERRY R. BARNES,173,0,152,21,0,
Pickens,JERUSALEM,CC D1,,,JERRY R. BARNES,151,0,138,13,0,
Pickens,LUDVILLE,CC D1,,,JERRY R. BARNES,62,0,57,5,0,
Pickens,NELSON,CC D1,,,JERRY R. BARNES,57,1,45,11,0,
Pickens,TALKING ROCK,CC D1,,,JERRY R. BARNES,68,2,52,14,0,
Pickens,JASPER,CC D1,,,JERRY R. BARNES,5,2,0,3,0,
Pickens,TOWNSEND,CC D1,,,JERRY R. BARNES,99,1,70,28,0,
Pickens,,CC D1,,,MARTY CALLAHAN,749,10,531,208,0,
Pickens,APPALACHIAN,CC D1,,,MARTY CALLAHAN,41,2,22,17,0,
Pickens,REFUGE,CC D1,,,MARTY CALLAHAN,226,5,136,85,0,
Pickens,HILL,CC D1,,,MARTY CALLAHAN,102,2,77,23,0,
Pickens,HINTON,CC D1,,,MARTY CALLAHAN,47,0,40,7,0,
Pickens,JERUSALEM,CC D1,,,MARTY CALLAHAN,77,0,69,8,0,
Pickens,LUDVILLE,CC D1,,,MARTY CALLAHAN,22,0,21,1,0,
Pickens,NELSON,CC D1,,,MARTY CALLAHAN,65,0,51,14,0,
Pickens,TALKING ROCK,CC D1,,,MARTY CALLAHAN,38,1,27,10,0,
Pickens,JASPER,CC D1,,,MARTY CALLAHAN,6,0,3,3,0,
Pickens,TOWNSEND,CC D1,,,MARTY CALLAHAN,125,0,85,40,0,
Pierce,,CORONER,,,TRAVIS L. CRAWFORD,0,0,0,0,0,
Pierce,Hacklebarney/Cason,CORONER,,,TRAVIS L. CRAWFORD,0,0,0,0,0,
Pierce,Blackshear,CORONER,,,TRAVIS L. CRAWFORD,0,0,0,0,0,
Pierce,St Johns/Blackshear,CORONER,,,TRAVIS L. CRAWFORD,0,0,0,0,0,
Pierce,Otter Creek,CORONER,,,TRAVIS L. CRAWFORD,0,0,0,0,0,
Pierce,Patterson,CORONER,,,TRAVIS L. CRAWFORD,0,0,0,0,0,
Pierce,Mershon,CORONER,,,TRAVIS L. CRAWFORD,0,0,0,0,0,
Pierce,Alabaha,CORONER,,,TRAVIS L. CRAWFORD,0,0,0,0,0,
Pierce,Sunset/Sweat,CORONER,,,TRAVIS L. CRAWFORD,0,0,0,0,0,
Pierce,,CORONER,,,WILLIAM L. WILSON JR,0,0,0,0,0,
Pierce,Hacklebarney/Cason,CORONER,,,WILLIAM L. WILSON JR,0,0,0,0,0,
Pierce,Blackshear,CORONER,,,WILLIAM L. WILSON JR,0,0,0,0,0,
Pierce,St Johns/Blackshear,CORONER,,,WILLIAM L. WILSON JR,0,0,0,0,0,
Pierce,Otter Creek,CORONER,,,WILLIAM L. WILSON JR,0,0,0,0,0,
Pierce,Patterson,CORONER,,,WILLIAM L. WILSON JR,0,0,0,0,0,
Pierce,Mershon,CORONER,,,WILLIAM L. WILSON JR,0,0,0,0,0,
Pierce,Alabaha,CORONER,,,WILLIAM L. WILSON JR,0,0,0,0,0,
Pierce,Sunset/Sweat,CORONER,,,WILLIAM L. WILSON JR,0,0,0,0,0,
Pierce,,"CC, D1", D1 - R,,LAURA OWENS,0,0,0,0,0,
Pierce,Hacklebarney/Cason,"CC, D1", D1 - R,,LAURA OWENS,0,0,0,0,0,
Pierce,,"CC, D1", D1 - R,,HAROLD ROZIER,0,0,0,0,0,
Pierce,Hacklebarney/Cason,"CC, D1", D1 - R,,HAROLD ROZIER,0,0,0,0,0,
Pike,,CHIEF MAGISTRATE-R,,,M.CALLAWAY-INGRAM,582,27,408,147,0,
Pike,Concord,CHIEF MAGISTRATE-R,,,M.CALLAWAY-INGRAM,65,5,54,6,0,
Pike,Hollonville,CHIEF MAGISTRATE-R,,,M.CALLAWAY-INGRAM,64,4,33,27,0,
Pike,Meansville,CHIEF MAGISTRATE-R,,,M.CALLAWAY-INGRAM,63,1,52,10,0,
Pike,Molena,CHIEF MAGISTRATE-R,,,M.CALLAWAY-INGRAM,114,4,83,27,0,
Pike,Second District,CHIEF MAGISTRATE-R,,,M.CALLAWAY-INGRAM,91,4,67,20,0,
Pike,Lifsey Springs,CHIEF MAGISTRATE-R,,,M.CALLAWAY-INGRAM,65,3,47,15,0,
Pike,Williamson,CHIEF MAGISTRATE-R,,,M.CALLAWAY-INGRAM,38,2,29,7,0,
Pike,Zebulon,CHIEF MAGISTRATE-R,,,M.CALLAWAY-INGRAM,82,4,43,35,0,
Pike,,CHIEF MAGISTRATE-R,,,LORETTA RAKESTRAW,560,37,419,103,1,
Pike,Concord,CHIEF MAGISTRATE-R,,,LORETTA RAKESTRAW,55,1,45,9,0,
Pike,Hollonville,CHIEF MAGISTRATE-R,,,LORETTA RAKESTRAW,63,7,43,12,1,
Pike,Meansville,CHIEF MAGISTRATE-R,,,LORETTA RAKESTRAW,101,4,82,15,0,
Pike,Molena,CHIEF MAGISTRATE-R,,,LORETTA RAKESTRAW,77,2,66,9,0,
Pike,Second District,CHIEF MAGISTRATE-R,,,LORETTA RAKESTRAW,60,9,46,5,0,
Pike,Lifsey Springs,CHIEF MAGISTRATE-R,,,LORETTA RAKESTRAW,65,1,43,21,0,
Pike,Williamson,CHIEF MAGISTRATE-R,,,LORETTA RAKESTRAW,57,7,40,10,0,
Pike,Zebulon,CHIEF MAGISTRATE-R,,,LORETTA RAKESTRAW,82,6,54,22,0,
Pike,,BOE D4,,,JIM BROOKS,153,4,126,23,0,
Pike,Concord,BOE D4,,,JIM BROOKS,25,2,23,0,0,
Pike,Hollonville,BOE D4,,,JIM BROOKS,7,0,6,1,0,
Pike,Molena,BOE D4,,,JIM BROOKS,121,2,97,22,0,
Pike,,BOE D4,,,CONNIE E. GREEN,113,4,87,22,0,
Pike,Concord,BOE D4,,,CONNIE E. GREEN,20,0,17,3,0,
Pike,Hollonville,BOE D4,,,CONNIE E. GREEN,13,0,7,6,0,
Pike,Molena,BOE D4,,,CONNIE E. GREEN,80,4,63,13,0,
Pike,,BOE D4,,,Write-in 50,3,0,2,1,0,
Pike,Concord,BOE D4,,,Write-in 50,0,0,0,0,0,
Pike,Hollonville,BOE D4,,,Write-in 50,0,0,0,0,0,
Pike,Molena,BOE D4,,,Write-in 50,3,0,2,1,0,
Polk,,"State Senator, District 31",31,REP,BILL CARRUTH,1453,27,1125,300,1,
Polk,ARAGON,"State Senator, District 31",31,REP,BILL CARRUTH,168,0,161,7,0,
Polk,BLOOMING GROVE,"State Senator, District 31",31,REP,BILL CARRUTH,103,3,85,15,0,
Polk,CEDARTOWN,"State Senator, District 31",31,REP,BILL CARRUTH,419,14,247,158,0,
Polk,FISH CREEK,"State Senator, District 31",31,REP,BILL CARRUTH,170,3,142,25,0,
Polk,LAKE CREEK,"State Senator, District 31",31,REP,BILL CARRUTH,179,1,122,56,0,
Polk,ROCKMART,"State Senator, District 31",31,REP,BILL CARRUTH,275,6,257,11,1,
Polk,YOUNGS GROVE,"State Senator, District 31",31,REP,BILL CARRUTH,139,0,111,28,0,
Polk,,"State Senator, District 31",31,REP,BILL HEATH (I),2079,45,1656,378,0,
Polk,ARAGON,"State Senator, District 31",31,REP,BILL HEATH (I),232,3,214,15,0,
Polk,BLOOMING GROVE,"State Senator, District 31",31,REP,BILL HEATH (I),152,2,117,33,0,
Polk,CEDARTOWN,"State Senator, District 31",31,REP,BILL HEATH (I),537,23,322,192,0,
Polk,FISH CREEK,"State Senator, District 31",31,REP,BILL HEATH (I),299,6,256,37,0,
Polk,LAKE CREEK,"State Senator, District 31",31,REP,BILL HEATH (I),261,3,206,52,0,
Polk,ROCKMART,"State Senator, District 31",31,REP,BILL HEATH (I),423,7,392,24,0,
Polk,YOUNGS GROVE,"State Senator, District 31",31,REP,BILL HEATH (I),175,1,149,25,0,
Polk,,SHERIFF,,,JOHNNY S. MOATS,1765,33,1349,383,0,
Polk,ARAGON,SHERIFF,,,JOHNNY S. MOATS,133,1,118,14,0,
Polk,BLOOMING GROVE,SHERIFF,,,JOHNNY S. MOATS,146,2,112,32,0,
Polk,CEDARTOWN,SHERIFF,,,JOHNNY S. MOATS,566,19,357,190,0,
Polk,FISH CREEK,SHERIFF,,,JOHNNY S. MOATS,223,5,187,31,0,
Polk,LAKE CREEK,SHERIFF,,,JOHNNY S. MOATS,294,2,216,76,0,
Polk,ROCKMART,SHERIFF,,,JOHNNY S. MOATS,234,3,215,16,0,
Polk,YOUNGS GROVE,SHERIFF,,,JOHNNY S. MOATS,169,1,144,24,0,
Polk,,SHERIFF,,,MIKE SULLIVAN,1761,31,1443,286,1,
Polk,ARAGON,SHERIFF,,,MIKE SULLIVAN,274,2,264,8,0,
Polk,BLOOMING GROVE,SHERIFF,,,MIKE SULLIVAN,107,2,89,16,0,
Polk,CEDARTOWN,SHERIFF,,,MIKE SULLIVAN,379,12,216,151,0,
Polk,FISH CREEK,SHERIFF,,,MIKE SULLIVAN,244,4,210,30,0,
Polk,LAKE CREEK,SHERIFF,,,MIKE SULLIVAN,155,2,118,35,0,
Polk,ROCKMART,SHERIFF,,,MIKE SULLIVAN,459,9,431,18,1,
Polk,YOUNGS GROVE,SHERIFF,,,MIKE SULLIVAN,143,0,115,28,0,
Polk,,CC D2,,,RAY BARBER,1958,42,1540,375,1,
Polk,ARAGON,CC D2,,,RAY BARBER,196,1,185,10,0,
Polk,BLOOMING GROVE,CC D2,,,RAY BARBER,136,5,111,20,0,
Polk,CEDARTOWN,CC D2,,,RAY BARBER,608,19,377,212,0,
Polk,FISH CREEK,CC D2,,,RAY BARBER,212,4,185,23,0,
Polk,LAKE CREEK,CC D2,,,RAY BARBER,266,4,206,56,0,
Polk,ROCKMART,CC D2,,,RAY BARBER,341,9,311,20,1,
Polk,YOUNGS GROVE,CC D2,,,RAY BARBER,199,0,165,34,0,
Polk,,CC D2,,,RICKY CLARK ,1563,27,1234,302,0,
Polk,ARAGON,CC D2,,,RICKY CLARK ,212,2,196,14,0,
Polk,BLOOMING GROVE,CC D2,,,RICKY CLARK ,119,0,91,28,0,
Polk,CEDARTOWN,CC D2,,,RICKY CLARK ,338,16,189,133,0,
Polk,FISH CREEK,CC D2,,,RICKY CLARK ,259,5,215,39,0,
Polk,LAKE CREEK,CC D2,,,RICKY CLARK ,176,0,123,53,0,
Polk,ROCKMART,CC D2,,,RICKY CLARK ,339,3,321,15,0,
Polk,YOUNGS GROVE,CC D2,,,RICKY CLARK ,120,1,99,20,0,
Quitman,,"U.S. Representative, District 2",2,REP,RICK ALLEN,6,4,2,0,0,
Quitman,Georgetown,"U.S. Representative, District 2",2,REP,RICK ALLEN,6,4,2,0,0,
Quitman,Morris,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Quitman,,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Quitman,Georgetown,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Quitman,Morris,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Quitman,,SHERIFF,,,BJ BILLY JOE FOSTER,513,29,283,201,0,
Quitman,Georgetown,SHERIFF,,,BJ BILLY JOE FOSTER,475,29,251,195,0,
Quitman,Morris,SHERIFF,,,BJ BILLY JOE FOSTER,38,0,32,6,0,
Quitman,,SHERIFF,,,STEVE NEWTON ,368,21,169,178,0,
Quitman,Georgetown,SHERIFF,,,STEVE NEWTON ,333,17,154,162,0,
Quitman,Morris,SHERIFF,,,STEVE NEWTON ,35,4,15,16,0,
Quitman,,CC, P2,,DANNY L. BLACKMON,452,22,241,189,0,
Quitman,Georgetown,CC, P2,,DANNY L. BLACKMON,406,18,216,172,0,
Quitman,Morris,CC, P2,,DANNY L. BLACKMON,46,4,25,17,0,
Quitman,,CC, P2,,BILLY EDMONDSON ,387,30,184,173,0,
Quitman,Georgetown,CC, P2,,BILLY EDMONDSON ,360,30,161,169,0,
Quitman,Morris,CC, P2,,BILLY EDMONDSON ,27,0,23,4,0,
Rabun,,"U.S. Representative, District 9",9,REP,DOUG COLLINS,490,49,277,164,0,
Rabun,Rabun,"U.S. Representative, District 9",9,REP,DOUG COLLINS,490,49,277,164,0,
Rabun,,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,405,28,240,137,0,
Rabun,Rabun,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,405,28,240,137,0,
Randolph,,"U.S. Representative, District 2",2,REP,RICK ALLEN,1,0,1,0,0,
Randolph,Coleman,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Randolph,Shellman,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Randolph,Benevolence,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Randolph,Cuthbert/Courthouse,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Randolph,Cuthbert,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Randolph,Carnegie,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Randolph,Fountain Bridge-5th,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Randolph,Springvale,"U.S. Representative, District 2",2,REP,RICK ALLEN,1,0,1,0,0,
Randolph,4th District,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Randolph,,"U.S. Representative, District 2",2,REP,JOHN HOUSE,5,1,0,3,1,
Randolph,Coleman,"U.S. Representative, District 2",2,REP,JOHN HOUSE,1,1,0,0,0,
Randolph,Shellman,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Randolph,Benevolence,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Randolph,Cuthbert/Courthouse,"U.S. Representative, District 2",2,REP,JOHN HOUSE,3,0,0,3,0,
Randolph,Cuthbert,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Randolph,Carnegie,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Randolph,Fountain Bridge-5th,"U.S. Representative, District 2",2,REP,JOHN HOUSE,1,0,0,0,1,
Randolph,Springvale,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Randolph,4th District,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Richmond,,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,2437,120,2014,303,0,
Richmond,101,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,53,1,48,4,0,
Richmond,102,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,17,2,11,4,0,
Richmond,103,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,0,0,0,0,0,
Richmond,104,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,8,0,7,1,0,
Richmond,105,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,0,0,0,0,0,
Richmond,106,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,10,0,8,2,0,
Richmond,107,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,84,1,74,9,0,
Richmond,108,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,5,0,5,0,0,
Richmond,109,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,1,0,1,0,0,
Richmond,110,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,0,0,0,0,0,
Richmond,111,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,10,0,9,1,0,
Richmond,112,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,19,2,16,1,0,
Richmond,113,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,13,2,11,0,0,
Richmond,201,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,2,2,0,0,0,
Richmond,202,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,43,5,31,7,0,
Richmond,203,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,4,0,3,1,0,
Richmond,204,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,34,3,28,3,0,
Richmond,205,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,1,0,0,1,0,
Richmond,206,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,21,0,21,0,0,
Richmond,207,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,2,0,1,1,0,
Richmond,208,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,12,2,9,1,0,
Richmond,209,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,7,0,7,0,0,
Richmond,301,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,153,6,122,25,0,
Richmond,302,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,18,1,15,2,0,
Richmond,303,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,108,3,87,18,0,
Richmond,304,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,53,0,53,0,0,
Richmond,305,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,47,0,37,10,0,
Richmond,306,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,88,11,64,13,0,
Richmond,307,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,116,4,100,12,0,
Richmond,308,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,6,1,0,5,0,
Richmond,309,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,11,2,5,4,0,
Richmond,310,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,6,3,0,3,0,
Richmond,401,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,5,0,5,0,0,
Richmond,402,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,7,1,6,0,0,
Richmond,403,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,14,0,14,0,0,
Richmond,404,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,20,2,16,2,0,
Richmond,405,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,4,0,4,0,0,
Richmond,406,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,13,0,12,1,0,
Richmond,407,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,0,0,0,0,0,
Richmond,408,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,2,0,1,1,0,
Richmond,501,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,13,1,11,1,0,
Richmond,502,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,10,0,8,2,0,
Richmond,503,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,25,2,18,5,0,
Richmond,504,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,16,4,8,4,0,
Richmond,505,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,3,0,2,1,0,
Richmond,506,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,1,1,0,0,0,
Richmond,507,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,11,0,11,0,0,
Richmond,508,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,18,0,18,0,0,
Richmond,509,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,0,0,0,0,0,
Richmond,510,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,11,1,10,0,0,
Richmond,601,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,15,1,12,2,0,
Richmond,602,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,72,5,60,7,0,
Richmond,603,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,83,8,70,5,0,
Richmond,604,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,21,0,21,0,0,
Richmond,605,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,32,2,28,2,0,
Richmond,606,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,32,1,29,2,0,
Richmond,701,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,144,5,123,16,0,
Richmond,702,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,74,3,66,5,0,
Richmond,703,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,108,2,90,16,0,
Richmond,704,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,9,0,8,1,0,
Richmond,705,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,166,6,132,28,0,
Richmond,706,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,173,7,113,53,0,
Richmond,707,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,67,3,55,9,0,
Richmond,708,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,17,2,10,5,0,
Richmond,801,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,11,0,11,0,0,
Richmond,801B,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,13,0,12,1,0,
Richmond,802,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,53,1,52,0,0,
Richmond,803,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,0,0,0,0,0,
Richmond,804,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,28,0,27,1,0,
Richmond,804H,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,55,4,51,0,0,
Richmond,805,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,13,0,13,0,0,
Richmond,806,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,60,4,56,0,0,
Richmond,807,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,11,0,8,3,0,
Richmond,808,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,50,3,45,2,0,
Richmond,809,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,0,0,0,0,0,
Richmond,810,"U.S. Representative, District 12",12,REP,RICK W. ALLEN,5,0,5,0,0,
Richmond,,"U.S. Representative, District 12",12,REP,LEE ANDERSON,1213,54,1026,133,0,
Richmond,101,"U.S. Representative, District 12",12,REP,LEE ANDERSON,24,0,22,2,0,
Richmond,102,"U.S. Representative, District 12",12,REP,LEE ANDERSON,8,1,7,0,0,
Richmond,103,"U.S. Representative, District 12",12,REP,LEE ANDERSON,0,0,0,0,0,
Richmond,104,"U.S. Representative, District 12",12,REP,LEE ANDERSON,3,0,3,0,0,
Richmond,105,"U.S. Representative, District 12",12,REP,LEE ANDERSON,0,0,0,0,0,
Richmond,106,"U.S. Representative, District 12",12,REP,LEE ANDERSON,8,0,6,2,0,
